file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,ck_umc,ck_amc1_command,ck_amc1_status,ck_amc1_mem,ck_amc1_time,ck_amc2_command,ck_amc2_status,ck_amc2_mem,ck_amc2_time,ck_amc3_command,ck_amc3_status,ck_amc3_mem,ck_amc3_time,ck_amc4_command,ck_amc4_status,ck_amc4_mem,ck_amc4_time
cnf/soos/or-100-10-7-UC-60.cnf.gz.no_w.cnf,200,500,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-100-10-7-UC-60.cnf.gz.no_w.cnf, done, 536485, 0.169301,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-7-UC-60.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-100-10-7-UC-60.cnf.gz.no_w.cnf.unnf, done, 583958, 0.0341101,9437184,/capkc/build/appmc --cnf /tmp/cnf/soos/or-100-10-7-UC-60.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 536879, 0.0329868,/capkc/build/appmc --cnf /tmp/cnf/soos/or-100-10-7-UC-60.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549691, 0.0345472,/capkc/build/appmc --cnf /tmp/cnf/soos/or-100-10-7-UC-60.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549691, 0.0340574,/capkc/build/appmc --cnf /tmp/cnf/soos/or-100-10-7-UC-60.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 751017, 0.0354508
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf,200,500,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf, done, 536485, 0.164312,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf.unnf, done, 583974, 0.031888,41943040,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 536879, 0.0334464,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 644849, 0.0330676,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549691, 0.0315099,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549691, 0.0298179
cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t13.cnf,12040,23940,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t13.cnf, done, 601919, 2.57748,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t13.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t13.cnf.unnf, done, 601300, 0.830471,484815018862117928394924143903542696956361323730820615793576010522884970470976670932739729046818656331996306659478100365154442305937152075029156433333527415639636105201469412513142534864017541475090098959988462777390169338023097619745719774007923137477177123437102451672241912753530440570931956525905510986472816564056325767384254020309380931530712439538914420824375878053504546967925577771124069375518232529569291520444211587564780892990843789244717725994416556141424463229678285646819724595865841779841238091941312961174562368509570128956297342685040238471453394290463936649121664478981351210624902326719290406883091608162991832181727720149602529541781343066818768118220048773783507991496548118423959090472164618331373101981172538923624042750508334054238649551608001673339518593639128226113293047770365947905289042424902607146635623884406414802988025702394236030246028392424601204695423027771661123019827789755697681395195591555981434415240826452174834006871851417450859737755369625162559179863663891145514191283496297012231967665131591190299708340315719520572133004730404619372205548730503052442231441873288771352451375246621205653471795497867434917293757769762481197769758162859750512351626004236449685100004466936590299816123560002679667790930258209280787734210387703199482195765699482023880688625633162360604203390539082488318402653701970144056961438236022700081168568993976097557246664536754758422539257261378847721647635937039970967493514806231662221383663237341797948652545613322353368483082386315998773925325025441394956623266020176936499915619997476446981494121079983650781813966711540605848140038122866851455180999483833614063789408746662673122328576,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t13.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 616169, 0.21085,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t13.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 616169, 0.21106,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t13.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 616169, 0.210662,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t13.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 616169, 0.207057
cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf,140,350,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf, done, 536367, 2.84767,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf.unnf, done, 592273, 0.927885,469195112316928,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 567095, 0.228442,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 567095, 0.230599,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 567095, 0.226606,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 567095, 0.227439
cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf,120,300,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf, done, 536367, 0.168528,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf.unnf, done, 583962, 0.0350012,110368768,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549826, 0.035065,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549826, 0.0350631,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549826, 0.0330235,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549826, 0.0352525
cnf/soos/90-18-2-q.cnf.gz.no_w.cnf,1548,2448,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/90-18-2-q.cnf.gz.no_w.cnf, done, 604323, 0.687974,/d4/d4 -dDNNF /tmp/cnf/soos/90-18-2-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/90-18-2-q.cnf.gz.no_w.cnf.unnf, done, 585424, 0.192878,577756298062692634882899796320514825754569701436275375467883216895815138273904148947370775875738379270397749529435460924064103319004651876830131274380548720588597872393444873405265091429549226291371123473288851713585905064826579939194634093737504859185768962010552087157267774632410684258267121287728707126733386345748295699714571521040271552753678267463143641875218432,/capkc/build/appmc --cnf /tmp/cnf/soos/90-18-2-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 551235, 0.0478575,/capkc/build/appmc --cnf /tmp/cnf/soos/90-18-2-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 551235, 0.0489047,/capkc/build/appmc --cnf /tmp/cnf/soos/90-18-2-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 551235, 0.0490699,/capkc/build/appmc --cnf /tmp/cnf/soos/90-18-2-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 551235, 0.0505198
cnf/plazar/V7/s820a_7_4.cnf,616,1703,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/V7/s820a_7_4.cnf, done, 537264, 0.37793,/d4/d4 -dDNNF /tmp/cnf/plazar/V7/s820a_7_4.cnf.up -out=/tmp/cnf/plazar/V7/s820a_7_4.cnf.unnf, done, 584921, 0.0519568,591872,/capkc/build/appmc --cnf /tmp/cnf/plazar/V7/s820a_7_4.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 603164, 0.0343076,/capkc/build/appmc --cnf /tmp/cnf/plazar/V7/s820a_7_4.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550400, 0.0366605,/capkc/build/appmc --cnf /tmp/cnf/plazar/V7/s820a_7_4.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550400, 0.0361223,/capkc/build/appmc --cnf /tmp/cnf/plazar/V7/s820a_7_4.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550400, 0.0365026
cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf,120,300,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf, done, 536367, 1.10153,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf.unnf, done, 587972, 0.408832,16492674416640,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 558211, 0.123635,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 558211, 0.126569,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 558211, 0.126679,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 625319, 0.126881
cnf/plazar/Blasted_Real/blasted_case18.cnf,579,1815,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case18.cnf, done, 537104, 17.0534,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case18.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case18.cnf.unnf, done, 585494, 1.61496,2251799813685248,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case18.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 561700, 0.194117,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case18.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 561700, 0.196,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case18.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 561700, 0.18769,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case18.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 561700, 0.199284
cnf/soos/s832a_7_4.cnf.gz.no_w.cnf,624,1733,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/s832a_7_4.cnf.gz.no_w.cnf, done, 537182, 1.08204,/d4/d4 -dDNNF /tmp/cnf/soos/s832a_7_4.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/s832a_7_4.cnf.gz.no_w.cnf.unnf, done, 584765, 0.0584715,819200,/capkc/build/appmc --cnf /tmp/cnf/soos/s832a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550432, 0.038396,/capkc/build/appmc --cnf /tmp/cnf/soos/s832a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550432, 0.0375189,/capkc/build/appmc --cnf /tmp/cnf/soos/s832a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550432, 0.0383357,/capkc/build/appmc --cnf /tmp/cnf/soos/s832a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 684941, 0.0394733
cnf/soos/blasted_case214.cnf.gz.no_w.cnf,645,1883,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/blasted_case214.cnf.gz.no_w.cnf, done, 537239, 1.01542,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case214.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case214.cnf.gz.no_w.cnf.unnf, done, 581304, 0.175136,151115727451828646838272,/capkc/build/appmc --cnf /tmp/cnf/soos/blasted_case214.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 551215, 0.0468328,/capkc/build/appmc --cnf /tmp/cnf/soos/blasted_case214.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 551215, 0.0457613,/capkc/build/appmc --cnf /tmp/cnf/soos/blasted_case214.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 551215, 0.0484393,/capkc/build/appmc --cnf /tmp/cnf/soos/blasted_case214.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 551215, 0.0471716
cnf/plazar/Blasted_Real/blasted_squaring23.cnf,710,2268,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring23.cnf, done, 537493, 45.9814,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_squaring23.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_squaring23.cnf.unnf, done, 581218, 0.129455,8388608,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring23.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550785, 0.0446967,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring23.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 685002, 0.0441002,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring23.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550785, 0.0395835,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring23.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 550785, 0.0448704
cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf,795,1964,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf, done, 537378, 29.3984,/d4/d4 -dDNNF /tmp/cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf.unnf, done, 603799, 5.00896,1857718923653969244839739392,/capkc/build/appmc --cnf /tmp/cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 585158, 0.516092,/capkc/build/appmc --cnf /tmp/cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 585158, 0.508111,/capkc/build/appmc --cnf /tmp/cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 585158, 0.515134,/capkc/build/appmc --cnf /tmp/cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 585158, 0.507621
cnf/lagniez/Planning/pddlXpSym/flip_1_p_t3.cnf,13,30,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t3.cnf, done, 536223, 0.125979,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t3.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t3.cnf.unnf, done, 579485, 0.0330294,16,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t3.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549556, 0.0319698,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t3.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 677240, 0.0332659,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t3.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 29437, 0.0315146,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t3.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 549556, 0.0340522
cnf/plazar/Blasted_Real/blasted_case139.cnf,846,2163,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case139.cnf, done, 537661, 60.5589,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case139.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case139.cnf.unnf, done, 768483, 24.1162,24519928653854221733733552434404946937899825954937634816,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case139.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 965980, 4.67966,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case139.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 965980, 4.62597,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case139.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 965980, 4.74841,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case139.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 965980, 4.78788
cnf/soos/or-50-10-9.cnf.gz.no_w.cnf,100,250,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-50-10-9.cnf.gz.no_w.cnf, done, 536363, 28.7833,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-10-9.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-10-9.cnf.gz.no_w.cnf.unnf, done, 679727, 8.94491,1125899906842624,/capkc/build/appmc --cnf /tmp/cnf/soos/or-50-10-9.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 749780, 2.2578,/capkc/build/appmc --cnf /tmp/cnf/soos/or-50-10-9.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 749780, 2.22959,/capkc/build/appmc --cnf /tmp/cnf/soos/or-50-10-9.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 749780, 2.2218,/capkc/build/appmc --cnf /tmp/cnf/soos/or-50-10-9.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 790016, 2.2356
cnf/lagniez/Planning/pddlXpSym/emptyroom_d20_g10_corners_p_t10.cnf,2000,6904,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d20_g10_corners_p_t10.cnf, done, 542269, 183.912,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d20_g10_corners_p_t10.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d20_g10_corners_p_t10.cnf.unnf, done, 637337, 15.0804,1009945383559918685783219029648583024640,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d20_g10_corners_p_t10.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 631058, 1.32571,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d20_g10_corners_p_t10.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 631058, 1.31225,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d20_g10_corners_p_t10.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 631058, 1.3223,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d20_g10_corners_p_t10.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 631058, 1.31513
cnf/lagniez/Handmade/LatinSquare/qg6-09.cnf,729,21844,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Handmade/LatinSquare/qg6-09.cnf, done, 572841, 0.591815,/d4/d4 -dDNNF /tmp/cnf/lagniez/Handmade/LatinSquare/qg6-09.cnf.up -out=/tmp/cnf/lagniez/Handmade/LatinSquare/qg6-09.cnf.unnf, done, 582602, 0.0679843,4,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Handmade/LatinSquare/qg6-09.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 552370, 0.0450406,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Handmade/LatinSquare/qg6-09.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 552370, 0.0494044,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Handmade/LatinSquare/qg6-09.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 552370, 0.044585,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Handmade/LatinSquare/qg6-09.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 552370, 0.0447593
cnf/soos/75-25-4-q.cnf.gz.no_w.cnf,3025,4800,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/75-25-4-q.cnf.gz.no_w.cnf, done, 539725, 208.74,/d4/d4 -dDNNF /tmp/cnf/soos/75-25-4-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-25-4-q.cnf.gz.no_w.cnf.unnf, done, 729411, 42.8291,4101763153319201996237415212516351001261535767399531436856965299181665775886406211092246584514128819141141769245507651361286420702726366642148502916484506238317706920310992014274864229940334173071391659809395570997713540048907986565280942979103717906960754160650708029661017874629191603789313167690192513234497727188947467180506296266207023685567498003720192538790326818594908190139984694346263737960392353552776040521820438747801551057732766156914657274175877967242081492856886132837360903668401879165046550328251243461668525621799683196517293714310691029294352355011328928390057743668461040272151206799672428971069552586394474944420176925750305923602919565654892751436571502065568893930834931921188878339622631365123346017351201331674611712,/capkc/build/appmc --cnf /tmp/cnf/soos/75-25-4-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 811470, 4.42436,/capkc/build/appmc --cnf /tmp/cnf/soos/75-25-4-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 878579, 4.4121,/capkc/build/appmc --cnf /tmp/cnf/soos/75-25-4-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 811470, 4.43819,/capkc/build/appmc --cnf /tmp/cnf/soos/75-25-4-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 811470, 4.40008
cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf,140,350,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf, done, 536678, 144.371,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf.unnf, done, 1141747, 64.8925,10231181646370065874944,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1667715, 13.0397,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1619369, 12.9503,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1619369, 12.9513,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1619369, 12.9253
