file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,ck_s_command,ck_s_status,ck_s_mem,ck_s_time,ck_umc
cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf,120,300,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf, done, 536367, 2.59795,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf.unnf, done, 596234, 1.19106,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf, done, 630595, 0.32868,53575422050304
cnf/plazar/FeatureModels/at91sam7xek.cnf,1319,3963,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf, done, 538775, 19.1879,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf.up -out=/tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf.unnf, done, 604401, 7.51897,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf, done, 586608, 0.629427,944851128754377944722173411804677661023530935654438424344672651367814009925738975686878368133920363477224489048817708604038128340000
cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf,1507,5210,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf, done, 540139, 1170.62,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf.unnf, done, 2316496, 367.389,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf, timeout, 2512248, 18000,601420936078107694851336119758809396284321955840
cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf,4623417,3438371,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf, mem, 64001712, 76.4741,/d4/d4 -dDNNF /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf.up -out=/tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf.unnf, done, 7729, 0.0138814,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf, err, 7667, 0.174831,
cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf,188,788,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf, done, 536559, 0.246383,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf.unnf, done, 580186, 0.0435392,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf, done, 536584, 0.0247258,2304
cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf,100,250,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf, done, 536231, 0.405003,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf.unnf, done, 585547, 0.162712,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf, done, 539467, 0.058439,966367641600
cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf,200,500,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf, done, 536485, 0.189581,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf.unnf, done, 583950, 0.0392655,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf, done, 536313, 0.0234964,16384
cnf/plazar/FeatureModels/lpcmt.cnf,1249,3824,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/plazar/FeatureModels/lpcmt.cnf, done, 538619, 16.0916,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/lpcmt.cnf.up -out=/tmp/cnf/plazar/FeatureModels/lpcmt.cnf.unnf, done, 591843, 3.06655,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/lpcmt.cnf, done, 558239, 0.307409,37128091317744599575402179011383874999037121164929894272124153053569906046091105256246897401347676166648033913021227632428560
cnf/soos/blasted_case23.cnf.gz.no_w.cnf,77,235,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf, done, 536236, 0.189175,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf.unnf, done, 579784, 0.0393095,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf, done, 536313, 0.0245787,2048
cnf/plazar/Blasted_Real/blasted_case55.cnf,149,442,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf, done, 536367, 0.210804,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf.unnf, done, 579985, 0.044599,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf, done, 536449, 0.0249135,1048576
cnf/plazar/V15/s27_15_7.cnf,32,103,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/plazar/V15/s27_15_7.cnf, done, 536231, 0.134122,/d4/d4 -dDNNF /tmp/cnf/plazar/V15/s27_15_7.cnf.up -out=/tmp/cnf/plazar/V15/s27_15_7.cnf.unnf, done, 583852, 0.0382344,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/V15/s27_15_7.cnf, done, 536313, 0.0227472,70
cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf,100,250,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf, done, 536231, 0.189185,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf.unnf, done, 583741, 0.036086,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf, done, 536313, 0.0237068,4096
cnf/soos/75-20-4-q.cnf.gz.no_w.cnf,1920,3040,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf, done, 538038, 250.402,/d4/d4 -dDNNF /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf.unnf, done, 849285, 83.5538,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf, done, 1025900, 6.5607,73556897794220965227664691346078921902834876951467558330068207979286419421136572286043854495463441457014427681911865380488965361901701609038379302608971394392554118023120886986413027280202682485255296116253290407031169002011248752119793308169540648345880604289010640796797892922412641247918523070305965282298857699866381590059028076524742384340838000117520171927334359236958210180099947015529582982857071113494654476889220306778742777233924346522735740977152
cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf,512,1343,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf, done, 537034, 17.3988,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf.unnf, done, 602603, 5.50901,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf, done, 566005, 0.428605,9130086859014144
cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf,720,2546,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf, done, 537755, 3.23113,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf.unnf, done, 585928, 0.163197,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf, done, 537985, 0.0367615,76527504
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf,200,500,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf, done, 961929, 817.807,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf.unnf, done, 4995084, 431.201,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf, done, 8214757, 93.4709,816808590035606568960000
cnf/sundermann/systems_software/eb40/Berger2013.cnf,1240,3816,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf, done, 538607, 12.5839,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf.up -out=/tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf.unnf, done, 593461, 4.23642,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf, done, 563007, 0.366341,25147921194104289081422785250166499903471452406970580431744330836041112805102287373083319107327856107961979016363631373714960
cnf/soos/75-16-7-q.cnf.gz.no_w.cnf,1216,1920,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf, done, 537231, 60.6619,/d4/d4 -dDNNF /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf.unnf, done, 633430, 24.9258,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf, done, 765939, 1.32615,12181642514249998850441727984843985388595283571993759408584883071516185863458032628082018832352512824031631145289260835229323962331503867558222484120390816774414097124945591287338487069362567060440999491849022973592106997406743593682182954519336207016034673503880346933852285737489892638720
cnf/soos/or-70-10-7.cnf.gz.no_w.cnf,140,350,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf, done, 539324, 1073.14,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf.unnf, done, 4306284, 324.375,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf, done, 7083069, 75.9276,15755576863620516020224
cnf/plazar/FeatureModels/sam7ex256.cnf,1332,3989,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf, done, 538910, 20.3176,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf.up -out=/tmp/cnf/plazar/FeatureModels/sam7ex256.cnf.unnf, done, 604356, 7.41322,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf, done, 583036, 0.631312,944851128754377944722173411804677661023530935654438424344672651367814009925738975686878368133920363477224489048817708604038128340000
cnf/lagniez/Configuration/mercedes/D1119_M23.cnf,1414,1997,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf, done, 537735, 0.250852,/d4/d4 -dDNNF /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf.up -out=/tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf.unnf, done, 584540, 0.0413329,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf, done, 537378, 0.0266786,4799005687808
cnf/plazar/Blasted_Real/blasted_squaring42.cnf,4173,13539,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf, done, 549736, 934.938,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf.unnf, done, 920027, 105.418,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf, timeout, 1083105, 18000,44298463166454974567903664879976255631088970938795200086750078821691628499166533337195081368218383425500217690567122500231570548326400000000000
cnf/plazar/Blasted_Real/blasted_case100.cnf,72,178,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf, done, 536236, 0.187645,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf.unnf, done, 579760, 0.0371297,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf, done, 536313, 0.0223679,2097152
cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf,1273,2524,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf, done, 538038, 14.349,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf.up -out=/tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf.unnf, done, 591798, 2.36473,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf, done, 555896, 0.267266,16694996857453792400652760013516861872352404117707955459303879291019815468162179516019553697455126912054699654561623755022545857576400
cnf/soos/or-50-10-6.cnf.gz.no_w.cnf,100,250,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf, done, 536498, 49.6086,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf.unnf, done, 726179, 12.7363,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf, done, 806670, 3.24674,1125899906842624
cnf/plazar/V15/s1423a_15_7.cnf,864,2248,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/plazar/V15/s1423a_15_7.cnf, done, 537694, 233.153,/d4/d4 -dDNNF /tmp/cnf/plazar/V15/s1423a_15_7.cnf.up -out=/tmp/cnf/plazar/V15/s1423a_15_7.cnf.unnf, done, 618491, 8.31295,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/V15/s1423a_15_7.cnf, done, 586493, 0.762106,1107029244267090938123255808
cnf/soos/or-60-20-2.cnf.gz.no_w.cnf,120,300,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf, done, 536989, 346.971,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf.unnf, done, 2533421, 196.661,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf, done, 4224143, 43.7974,1152921504606846976
cnf/soos/18A-4.cnf.gz.no_w.cnf,23686,107219,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf, done, 933523, 1943.48,/d4/d4 -dDNNF /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf.unnf, done, 2951061, 355.133,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf, timeout, 4293836, 18000,1261985699588171238757316706290189899825453778935913786422389564234580394594776601661500127749398874720355183096182894948222652865945236631127857257454304622407522066815910371091637538934218338717866001726059968122142842765603946822115358495462493261027881392940115691736046476712507171458531168181540987283994149534091124714084641262281872148324759797787382124696381068655340867893260705729621295480329686570970955685858418725264341118481070637087747731387622678786164523234256851071441963945323979369161745418382696794548211135519397124847441577657813145348957140473726289715757511547315042692218865485607093112686479605735482346061400567582032713429818128233308442940779613797002688877171312099849164940782533579278384968838049906310362747981223834779709031358350997320834076676805194337480889023904534149105255903826463699786843094611178096607267929375820892339951837983212657390974950224753068670259416824732819310636787547090001046973782438119366804443879167279424487097063722193049244170615911131826246737281276812823387106686633284679908358078586762190500053746457437857475329773194780775763642800180067227575504293366500214592137884117949829179658889675286811279948335364571847462956348705875051974251034436945673464086690211676042785930867342951560377459544483986348119526483924684473187350511753258584389281798007459002759989102276098749809881275403197095304968418779847815333242961320822979231463297700204269384465136038086894294624752222718471682191139524314772500953080220029707885900952043356806136694075543326667897378777216325597365798739910349818248189457572023288432499832093548606165811318882876425008644936737301273687492995404611422786234151995462472561586711892510381569362324377169199481110646407561376282807072631008283675552605591104127586646567040641190874236954391496213793722806128335201459842077416210745313733348553467264246702741214033260914686949150482977443999426306526895514943806127535841265043571556744020165684828735558569056236484598866671506129023262680301082388656710831094099139720910023342261764148032679903288878111349582859925644741735835062528122428378139831309108240299341088551653050100225734587534890234848027832103817665622661446324745311337023616915199015004121851537986688709861643109967188474063321797717190439141980731666873873758559331326718665507689504558840491342223258670217005778934999118664599039293146253008452444478279921377639118385280831456859655290071958032340769016823212929058361785150348667345751527429672910391801937691756345673265434858737044801737600953084157330948103465352260688502931162360974773177462965656345724093006985418776707950900852160845372913594389768256222302462065976408251167519084349214597464206349460756922849630883105309766389399223975769780587393253137820257859159389833601090390935849141659060500875334866697219281516000645086147368533790746239532887333996048209654976967969771726301543333033868840185747826257679166218647481266788753668652773317109820536905720183823551475018489830145891874504929192031564293540609652130898773943534714445932472578075800060232414163262464608201801728349882290032197228782321390476307239400062814297178084300583922870104781632672716228221666059718612426822756705370323980825982173151564067323044558637763496567420716314511832065513502591445305348559196886218595206100081482609342957074140948531249862629270104038012639040733307315080538415046923605286746015961476520451399806075579843365890723807047126053330453900377413653620298228616031621429334220347930564677860055041086205266714515778603610136607737660835485891526316837186449096655728670760576557120949830960201803522782459324850169500996256336301593515559638698787508628490608369051439063518897012186693522361465447859934335976783503592285412716727519076547076065360574912470672202418317106711301240960035653829959802449630514253582692534819357862464215761259334726369591842324510501836642894109249867952803143101446815080440896936876433976700072666787046251015578576180482155889223421036062748854079490856936938529572702023345523396067208316513051477600538657188446951193052645478625300087857548371875875371359874835390162742072146004216801443864889217433917101534851937243993786920170551531082231688465466257492290906654301989139669714427493554985532746485791166911998315369091414059240554396128881389987234054705427476121853727357874975658238549304655423635145485105252129466900010055428759156962228760816224216947916829544058621601296425657660077708417179319997949555302759103253436735432802283932721157937237064963366890894733823907025544530630662064901526947358724837023340911526276107106354253204896850442622478848280932864310254905499571991127339671489159469007268417932411483520542920302810393731249954124578056283207253183027140071842525320934114530337678504759290143310137087105330465200184666482857651310737035615177821438173801832800052341087020442288730221509212945357671404034009773433377539930327543481071420477936094621147616338293152098044814403844030484287071903273723565349357802337778963355994136244376163324782572389746447461186588756741827052591140528480700980570099140923283374185785093648355128467362251347462034977208480523527274532144038034918754633782357558530850754793171015909298163523091410476363183548173210994508582953823781779231985209995358537886971320793189612881879257487420711912341156897593392369468141408852000919636388217314047693121002239162148532867173449728000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf,2848,9498,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf, done, 546054, 1215.45,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf.unnf, done, 880865, 122.631,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf, timeout, 1043357, 18000,23147661602284910809264259060723274752718516191131935911937729210875904000000
cnf/soos/50-20-10-q.cnf.gz.no_w.cnf,1920,3040,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf, done, 538886, 1092.69,/d4/d4 -dDNNF /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf.unnf, done, 2534092, 264.527,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf, timeout, 2186862, 18000,6748874795378891248024326496879279516153861094247929063807090109382720696457048961873438067500568939057656545586486413406014767540625883309914916366094169024074597350268550629358189818169508199095167520784685896161272568402132877506491883941878622301993883795758441897362525394788528799553023659109800437037033113505820457440551849632375723660225622845982522782401698393734610567308242178653645450510329417491579946116376718835072361308323452363199613328950086860800
cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf,100,250,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf, done, 536363, 0.189212,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf.unnf, done, 583962, 0.0446373,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf, done, 536449, 0.0291696,8388608
cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf,120,300,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf, done, 536367, 0.189537,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf.unnf, done, 583938, 0.0371991,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf, done, 536313, 0.0234617,3465216
cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf,1000,1860,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf, done, 537927, 0.278387,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf.unnf, done, 585392, 0.0594271,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf, done, 538083, 0.0545846,3121748550315992231381597229793166305748598142664971150859156959625371738819765620120306103063491971159826931121406622895447975679288285306290176
cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf,2784,4416,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf, done, 538488, 4.11732,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf.unnf, done, 589025, 1.58979,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf, done, 545705, 0.196923,88558794912850814105093917364242904178723968719990186508866272988714217872684736962644440222963357362964910451889788828636875890325615551508867801919816172429817672066805809414143765639345413575559616101516884576899009963293369886915916110059112173855426358483412569413910186813976492647728977825785654197856724649967626194323998947431179376683778185133437402330303424526338186422093107578977976912321814352359029214866078247450436826509420608811071125960919650830354764505339000685860213440719416810228493669245615484526529412208509104350134431167155252572520998593514360213778037754512758248673867130093158791356599332194840812429028591940875025169861201866260480
cnf/soos/or-70-20-8.cnf.gz.no_w.cnf,140,350,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/or-70-20-8.cnf.gz.no_w.cnf, done, 538599, 773.774,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-8.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-20-8.cnf.gz.no_w.cnf.unnf, done, 4235591, 248.918,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-20-8.cnf.gz.no_w.cnf, done, 7132368, 77.1566,9656516012756523024384
cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf,827,2725,/capkc/build/capkc --mem 8000 --time 360 --ordering community --n 8 --cnf /tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf, done, 537640, 11.9114,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf.unnf, done, 583200, 1.94444,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf, done, 547397, 0.188875,274877906944
