file,splitter_command,splitter_status,splitter_mem,splitter_time,proj_command,proj_status,proj_mem,proj_time,pd4_command,pd4_status,pd4_mem,pd4_time,pmc,ud4_command,ud4_status,ud4_mem,ud4_time,umc,appmc_command,appmc_status,appmc_mem,appmc_time,appmc_n,appmc_y,appmc_yl,appmc_yh
cnf/soos/or-60-20-2-UC-30.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/or-60-20-2-UC-30.cnf.gz.no_w.cnf --nb 4, done, 7385, 0.0149027,/projection/build/projection --cnf /tmp/cnf/soos/or-60-20-2-UC-30.cnf.gz.no_w.cnf.proj --timeout 7200, done, 6799, 0.0085401,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2-UC-30.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/or-60-20-2-UC-30.cnf.gz.no_w.cnf.pnnf, done, 583688, 0.032971,28,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2-UC-30.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/or-60-20-2-UC-30.cnf.gz.no_w.cnf.unnf, done, 583892, 0.0350601,15667200,/build/appmc --cnf /tmp/cnf/soos/or-60-20-2-UC-30.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1153605, 0.0621854,10000, 7.02389e+06, 6.83349e+06, 7.21429e+06
cnf/lagniez/BayesianNetwork/Ace/blockmap_20_03.net.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_03.net.cnf --nb 4, done, 183640, 3.45963,/projection/build/projection --cnf /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_03.net.cnf.proj --timeout 7200, done, 333860, 44.1765,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_03.net.cnf.proj.p -out=/tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_03.net.cnf.pnnf, done, 971087, 454.257,8326,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_03.net.cnf.proj.pup -out=/tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_03.net.cnf.unnf, mem, 16000090, 3564.51,,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_03.net.cnf --nb 10000 --alpha 0.01, err, 34017, 0.535296,
cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf --nb 4, done, 7409, 0.0223357,/projection/build/projection --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf.proj --timeout 7200, done, 6930, 0.00856149,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf.proj.p -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf.pnnf, done, 628658, 4.80201,1152921504606846976,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf.proj.pup -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf.unnf, done, 584019, 0.0361758,40564819207303340847894502572032,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf --nb 10000 --alpha 0.01, done, 1256189, 0.979237,10000, 7.70638e+17, 2.98195e+17, 1.24308e+18
cnf/soos/90-22-9-q.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/90-22-9-q.cnf.gz.no_w.cnf --nb 4, done, 10309, 0.0308169,/projection/build/projection --cnf /tmp/cnf/soos/90-22-9-q.cnf.gz.no_w.cnf.proj --timeout 7200, done, 11993, 0.400204,/d4/d4 -dDNNF /tmp/cnf/soos/90-22-9-q.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/90-22-9-q.cnf.gz.no_w.cnf.pnnf, done, 587685, 0.125131,2551808,/d4/d4 -dDNNF /tmp/cnf/soos/90-22-9-q.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/90-22-9-q.cnf.gz.no_w.cnf.unnf, done, 588029, 1.11308,30890376578534349562159265911336136547450031693279776429930624986859436437786595368967688840268841205202086772547882527358620777598667925714470164902658359788448128791188135803119741208906805103527281903261584894321851895982850335349386583954774222586411371647891059566554819075173035331749547965720219163218801646424617831652739278807126528655781843228452087594723246172333380055905335519295620003634244298406431286411303876906252931804432110506213294614705123558396618140207088142073900502294298086412131763467856265098069283422259613938910022956963244015616,/build/appmc --cnf /tmp/cnf/soos/90-22-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1160429, 6.64723,10000, 7.25429e+555, 6.859e+555, 7.64958e+555
cnf/soos/or-60-10-1.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/or-60-10-1.cnf.gz.no_w.cnf --nb 4, done, 7409, 0.021312,/projection/build/projection --cnf /tmp/cnf/soos/or-60-10-1.cnf.gz.no_w.cnf.proj --timeout 7200, done, 6926, 0.00857626,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-10-1.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/or-60-10-1.cnf.gz.no_w.cnf.pnnf, done, 601948, 1.74412,72057594037927936,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-10-1.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/or-60-10-1.cnf.gz.no_w.cnf.unnf, done, 583901, 0.0382069,2535301200456458802993406410752,/build/appmc --cnf /tmp/cnf/soos/or-60-10-1.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1190801, 0.446043,10000, 9.76593e+17, 3.25591e+17, 1.62759e+18
cnf/lagniez/BayesianNetwork/Ratio_50/50-18-10-q.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-10-q.cnf --nb 4, done, 9822, 0.0318678,/projection/build/projection --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-10-q.cnf.proj --timeout 7200, done, 8810, 0.0191395,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-10-q.cnf.proj.p -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-10-q.cnf.pnnf, done, 584552, 0.0392986,79164837199872,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-10-q.cnf.proj.pup -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-10-q.cnf.unnf, done, 663068, 14.1811,542815963645657849114214496996615817921659616610906523743523556387612643969904795930427879781471709116525585187077276815024651316838445174373532431123712996694959003967974651011916126665704584518899887381746088553084848374373013914143573564969508514122116880097822292147345215791447380428489847654375669456492942239507910960815020266332706110195415884913156243450962342127337472,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-10-q.cnf --nb 10000 --alpha 0.01, done, 1303572, 173.309,10000, 5.00739e+368, 4.82378e+368, 5.191e+368
cnf/lagniez/Planning/pddlXpSym/coins_p01_p_t7.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p01_p_t7.cnf --nb 4, done, 10477, 0.0445695,/projection/build/projection --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p01_p_t7.cnf.proj --timeout 7200, done, 59256, 58.9573,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p01_p_t7.cnf.proj.p -out=/tmp/cnf/lagniez/Planning/pddlXpSym/coins_p01_p_t7.cnf.pnnf, done, 632872, 15.7001,50108510967795,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p01_p_t7.cnf.proj.pup -out=/tmp/cnf/lagniez/Planning/pddlXpSym/coins_p01_p_t7.cnf.unnf, done, 598401, 2.35921,241761759161536303057790443509684807618978665655853276324421717557571109242683710196903777877758537451760987089527669679193770818535424,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p01_p_t7.cnf --nb 10000 --alpha 0.01, done, 1193246, 30.8831,10000, 2.12423e+90, 1.66526e+90, 2.58321e+90
cnf/soos/90-23-1-q.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/90-23-1-q.cnf.gz.no_w.cnf --nb 4, done, 10653, 0.0308062,/projection/build/projection --cnf /tmp/cnf/soos/90-23-1-q.cnf.gz.no_w.cnf.proj --timeout 7200, done, 9478, 0.0339752,/d4/d4 -dDNNF /tmp/cnf/soos/90-23-1-q.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/90-23-1-q.cnf.gz.no_w.cnf.pnnf, done, 578023, 0.0361105,112,/d4/d4 -dDNNF /tmp/cnf/soos/90-23-1-q.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/90-23-1-q.cnf.gz.no_w.cnf.unnf, done, 595193, 3.85227,7889894060378663891776092941569812490342798503348506843781822614141761508512668675096973000860086294845878408428197758665556532995725322532980505953722725371247772794751219748962450622653723658885756259371110246161326225254545838906698753500604533806294347131844801035861224582895768019679578222442365816777811116550211997661300042672501115599330121102374590346210401772297613816579213943884340476773480741388169825126577601893944909949292394019629808987605783015436309981618852590264930933038801592643964487934730639144298339176843993808158087198825546224497949740096003321446610956690662145555067347073012596736,/build/appmc --cnf /tmp/cnf/soos/90-23-1-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1176571, 24.7142,10000, 3.88845e+609, 3.82615e+609, 3.95075e+609
cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf,/splitter/build/splitter --cnf /tmp/cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf --nb 4, done, 10428, 0.0678635,/projection/build/projection --cnf /tmp/cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf.proj --timeout 7200, done, 8798, 0.0202057,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf.proj.p -out=/tmp/cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf.pnnf, done, 584843, 0.0530458,74687555660954478498180,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf.proj.pup -out=/tmp/cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf.unnf, done, 585342, 0.0594427,2491458131470253996631422014291940530278874242963531171959236994534084564787283930755285680267729436174379358081764765667405668024320000,/build/appmc --cnf /tmp/cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf --nb 10000 --alpha 0.01, done, 1154416, 0.358126,10000, 5.51782e+121, -1.51487e+121, 1.25505e+122
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf --nb 4, done, 7630, 0.0361022,/projection/build/projection --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf.proj --timeout 7200, done, 7061, 0.00857088,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf.proj.p -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf.pnnf, mem, 16000049, 1269.85,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf.proj.pup -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf.unnf, done, 583958, 0.0382646,5986310706507378352962293074805895248510699696029696,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf --nb 10000 --alpha 0.01, err, 21082, 0.22393,
cnf/lagniez/BayesianNetwork/Ratio_50/50-18-7-q.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-7-q.cnf --nb 4, done, 9797, 0.051961,/projection/build/projection --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-7-q.cnf.proj --timeout 7200, done, 8798, 0.0191624,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-7-q.cnf.proj.p -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-7-q.cnf.pnnf, done, 584527, 0.0382197,52776558133248,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-7-q.cnf.proj.pup -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-7-q.cnf.unnf, done, 641478, 11.5245,230212127439006677079689183994100458493560998116232677480512222575103576683664980416922538300177733777097904432019380792086347656694876301631632057842646136991165649004274963598803714434115783612926291523508385770281520515917126436801962003000461200185719212541487132830347301340122772949582747889132538385566203181934158666417084487953603037806091558333704656820720636170076160,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-18-7-q.cnf --nb 10000 --alpha 0.01, done, 1262125, 121.327,10000, 4.19876e+368, 4.03311e+368, 4.3644e+368
cnf/soos/or-100-10-6-UC-40.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/or-100-10-6-UC-40.cnf.gz.no_w.cnf --nb 4, done, 7454, 0.0149281,/projection/build/projection --cnf /tmp/cnf/soos/or-100-10-6-UC-40.cnf.gz.no_w.cnf.proj --timeout 7200, done, 6926, 0.00856864,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-6-UC-40.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/or-100-10-6-UC-40.cnf.gz.no_w.cnf.pnnf, done, 583741, 0.0329274,72,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-6-UC-40.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/or-100-10-6-UC-40.cnf.gz.no_w.cnf.unnf, done, 583962, 0.0393121,28991029248,/build/appmc --cnf /tmp/cnf/soos/or-100-10-6-UC-40.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1153605, 0.0723578,10000, 4.82447e+09, 4.7322e+09, 4.91674e+09
cnf/lagniez/Planning/tire-1.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/Planning/tire-1.cnf --nb 4, done, 8200, 0.0371421,/projection/build/projection --cnf /tmp/cnf/lagniez/Planning/tire-1.cnf.proj --timeout 7200, done, 8704, 0.569523,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/tire-1.cnf.proj.p -out=/tmp/cnf/lagniez/Planning/tire-1.cnf.pnnf, done, 585687, 0.0721334,509952,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/tire-1.cnf.proj.pup -out=/tmp/cnf/lagniez/Planning/tire-1.cnf.unnf, done, 584450, 0.0478274,593820043629264601744250161438148630937600,/build/appmc --cnf /tmp/cnf/lagniez/Planning/tire-1.cnf --nb 10000 --alpha 0.01, done, 1154011, 0.26495,10000, 7.36418e+08, 6.95311e+08, 7.77525e+08
cnf/soos/90-34-10-q.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/90-34-10-q.cnf.gz.no_w.cnf --nb 4, done, 14856, 0.0445737,/projection/build/projection --cnf /tmp/cnf/soos/90-34-10-q.cnf.gz.no_w.cnf.proj --timeout 7200, done, 17973, 0.397631,/d4/d4 -dDNNF /tmp/cnf/soos/90-34-10-q.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/90-34-10-q.cnf.gz.no_w.cnf.pnnf, done, 594292, 3.00503,9961821713203200,/d4/d4 -dDNNF /tmp/cnf/soos/90-34-10-q.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/90-34-10-q.cnf.gz.no_w.cnf.unnf, done, 624070, 20.6577,5523196030370684708323558853833180448103183011805761754674183348955077106709783917242541611999991713971709197708120892934166046012053365808028101754820384367086960807525967580878448039625632317902041381462962293753694592664865050769293892319213642734469537316806298729603814082077014803582458259016450410507924879861309277772640009184061233451398756531638629384554369648654760372248504117172183762735158295607365458439591135633839082312350517586025474518269535533815658432621043968653265499085521084584439734338522268365816697241935659375712920337107095217198352185455906816582539036492849647180143101333157860659316991334237753781542672525392236573317070736467193017706723289922651855946429196359642707709757837009794097262465121057895379987367199254078333083942472614737074259943244370062697975696772343791521020145565215115058949793726079929220779182740337837126210211773707324791581657820079099485290624421440973007210947540759332744551392871374666991951503110120557033624395674743213623583352234416801573698883072798758067592667051643345225336866772383822722306788057830125391832646029891422918209453691268891767960991871116292007193904437099491247885167935600247329742698363860106673817621019375092532976216172735593644526438443599331897803856319210868773074815356020276371062858894066227429325482212871371321272566402927170722466077469439596982960128,/build/appmc --cnf /tmp/cnf/soos/90-34-10-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1218187, 67.4006,10000, 9.10169e+1350, 7.61137e+1350, 1.0592e+1351
cnf/lagniez/circuit/iscas/iscas93/s3384.bench.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/circuit/iscas/iscas93/s3384.bench.cnf --nb 4, done, 11722, 0.0392792,/projection/build/projection --cnf /tmp/cnf/lagniez/circuit/iscas/iscas93/s3384.bench.cnf.proj --timeout 7200, done, 10088, 0.0297705,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/iscas/iscas93/s3384.bench.cnf.proj.p -out=/tmp/cnf/lagniez/circuit/iscas/iscas93/s3384.bench.cnf.pnnf, done, 585003, 0.0424643,355777741283328,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/iscas/iscas93/s3384.bench.cnf.proj.pup -out=/tmp/cnf/lagniez/circuit/iscas/iscas93/s3384.bench.cnf.unnf, done, 586948, 0.270922,226156424291633194186662080095093570025917938800079226639565593765455331328000,/build/appmc --cnf /tmp/cnf/lagniez/circuit/iscas/iscas93/s3384.bench.cnf --nb 10000 --alpha 0.01, done, 1155641, 2.2718,10000, 3.44902e+62, 2.18393e+62, 4.71411e+62
cnf/soos/or-60-20-4-UC-40.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/or-60-20-4-UC-40.cnf.gz.no_w.cnf --nb 4, done, 7409, 0.0170228,/projection/build/projection --cnf /tmp/cnf/soos/or-60-20-4-UC-40.cnf.gz.no_w.cnf.proj --timeout 7200, done, 6791, 0.00748106,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-4-UC-40.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/or-60-20-4-UC-40.cnf.gz.no_w.cnf.pnnf, done, 584212, 0.0460323,1846806528,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-4-UC-40.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/or-60-20-4-UC-40.cnf.gz.no_w.cnf.unnf, done, 583901, 0.0328975,720575940379279360,/build/appmc --cnf /tmp/cnf/soos/or-60-20-4-UC-40.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1221132, 0.0733991,10000, 2.35144e+12, 1.79629e+12, 2.90658e+12
cnf/soos/50-14-3-q.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/50-14-3-q.cnf.gz.no_w.cnf --nb 4, done, 8728, 0.0361105,/projection/build/projection --cnf /tmp/cnf/soos/50-14-3-q.cnf.gz.no_w.cnf.proj --timeout 7200, done, 7970, 0.0139188,/d4/d4 -dDNNF /tmp/cnf/soos/50-14-3-q.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/50-14-3-q.cnf.gz.no_w.cnf.pnnf, done, 584237, 0.0424523,6442450944,/d4/d4 -dDNNF /tmp/cnf/soos/50-14-3-q.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/50-14-3-q.cnf.gz.no_w.cnf.unnf, done, 587620, 0.514321,23689546086131422960647270026588478931532074235789438036179382904450240366918592625898413220651954314430049601701829119967217713075482397330387684250506304003974227539380644310764545984368872754291732775783027172102246808682496,/build/appmc --cnf /tmp/cnf/soos/50-14-3-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1160548, 5.76608,10000, 1.40514e+219, 1.35191e+219, 1.45837e+219
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf --nb 4, done, 7450, 0.0148846,/projection/build/projection --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf.proj --timeout 7200, done, 6926, 0.00854913,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf.proj.p -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf.pnnf, done, 583741, 0.0308379,352,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf.proj.pup -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf.unnf, done, 583962, 0.0414012,2476317081600,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf --nb 10000 --alpha 0.01, done, 1153605, 0.0676808,10000, 4.50186e+11, 4.26301e+11, 4.74071e+11
cnf/soos/90-46-4-q.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/90-46-4-q.cnf.gz.no_w.cnf --nb 4, done, 21323, 0.0922083,/projection/build/projection --cnf /tmp/cnf/soos/90-46-4-q.cnf.gz.no_w.cnf.proj --timeout 7200, done, 26996, 0.820629,/d4/d4 -dDNNF /tmp/cnf/soos/90-46-4-q.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/90-46-4-q.cnf.gz.no_w.cnf.pnnf, done, 606318, 8.95352,5752342379457722680438947840,/d4/d4 -dDNNF /tmp/cnf/soos/90-46-4-q.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/90-46-4-q.cnf.gz.no_w.cnf.unnf, done, 3845525, 838.16,7249264791077649219895289773548275934615341858949749481432808184317852733631786842881810271949682204032791387490283887504269563163433603226916768997443625901354620277654480846895592655438743844322795719389776832278255586498602640886934535281813902081390929932889498745363929552949089334177085243923035567737788126770282303523025965984691887108557089890404724368161084400098053115221366850964915982418259627647082386315969711901064290730759993556073207684103513603622550646675085206077078410257005843270977415615501084436153479004361333241155089830305871224430185303148453420903008841303204444532372015628557134482539330252059307308010339690803696060380391861910673444718767442123769526281248088277529619463315540020355144436111295222772604134148025229470974807234507129760104965724117325272653645043087802813177376800379258414624026677841597822789931269598509721845272497617482668315043480655678509772658007435278073435293574328897564139793237154099156436137983803477635672472608789882146399413669554507255608041107231252055235711739690807096358382546016139530231404239067373173612721935935708503917773011648576473267875888825381257302696197667238071381459242169841223880134085744322367011023429626946823828087651344644427922695569321294196643262669000619756411899819262178126113845476832818639024347984162794364613744558406801006348049610859508301680482729650999602966921238627791927325297397375689493302801175484723051471289367439059746454834774529337801162226988386845929511208208276374318162241275578662610748936024945788160566627997784451951827801957033609048582300642834763993406181691721618875609687741357904143102446883712952325204688497046012227573553839881050813363417212104434734451183383200921211176118472036918129069176619054863715455407505418304270539983312112629566420119187914158966678612947996599130935949245460664457458652019834655322348255410471483755425159958431001497523241894523211243451023609849811430455238813772855801407012398906782811348186405071661020240978348081505287312880454071872690179340359795508895825863584819118948263674926675912525062285534757336350098094022432899997767089141406336728778928545878928117029338522302527004360710725966882274824307502674411700366792259486940049646378949192803775171417590357985550347857958552630554836391260393370411700608930730448555703699403951194993038293609033440399976354797645348314812188777899392652164615568694366605897410878882212254137867712409517034009945381852561877307690912132161635556620452723247805971450140079664660480,/build/appmc --cnf /tmp/cnf/soos/90-46-4-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 6255169, 2311.63,10000, 4.78753e+2492, 3.10817e+2492, 6.46689e+2492
cnf/soos/or-50-5-6.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/or-50-5-6.cnf.gz.no_w.cnf --nb 4, done, 7417, 0.0201941,/projection/build/projection --cnf /tmp/cnf/soos/or-50-5-6.cnf.gz.no_w.cnf.proj --timeout 7200, done, 6926, 0.00963345,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-6.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/or-50-5-6.cnf.gz.no_w.cnf.pnnf, done, 606445, 1.9523,70368744177664,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-6.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/or-50-5-6.cnf.gz.no_w.cnf.unnf, done, 583872, 0.0360762,1237940039285380274899124224,/build/appmc --cnf /tmp/cnf/soos/or-50-5-6.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1202782, 0.492146,10000, 9.71631e+14, 5.60167e+14, 1.38309e+15
cnf/soos/or-100-10-2-UC-30.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/or-100-10-2-UC-30.cnf.gz.no_w.cnf --nb 4, done, 7532, 0.0191637,/projection/build/projection --cnf /tmp/cnf/soos/or-100-10-2-UC-30.cnf.gz.no_w.cnf.proj --timeout 7200, done, 6934, 0.00857408,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-2-UC-30.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/or-100-10-2-UC-30.cnf.gz.no_w.cnf.pnnf, done, 583946, 0.0382174,5942444032,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-2-UC-30.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/or-100-10-2-UC-30.cnf.gz.no_w.cnf.unnf, done, 583983, 0.0403731,295147905179352825856,/build/appmc --cnf /tmp/cnf/soos/or-100-10-2-UC-30.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1153744, 0.150875,10000, 3.1125e+15, 2.75905e+15, 3.46594e+15
cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf --nb 4, done, 21848, 0.176933,/projection/build/projection --cnf /tmp/cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf.proj --timeout 7200, done, 40050, 3.98133,/d4/d4 -dDNNF /tmp/cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf.pnnf, mem, 16263626, 2192.27,,/d4/d4 -dDNNF /tmp/cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf.unnf, done, 824033, 129.9,8072964970322628831671456632636046398401385447142696542182692969755293506319669254120729099499717654724828830105600,/build/appmc --cnf /tmp/cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 21082, 0.180524,
