file,divkc_splitter_command,divkc_splitter_status,divkc_splitter_mem,divkc_splitter_time,divkc_proj_command,divkc_proj_status,divkc_proj_mem,divkc_proj_time,divkc_d4p_command,divkc_d4p_status,divkc_d4p_mem,divkc_d4p_time,divkc_pmv,divkc_d4u_command,divkc_d4u_status,divkc_d4u_mem,divkc_d4u_time,divkc_umc,divkc_amc1_command,divkc_amc1_status,divkc_amc1_mem,divkc_amc1_time,divkc_amc2_command,divkc_amc2_status,divkc_amc2_mem,divkc_amc2_time,divkc_amc3_command,divkc_amc3_status,divkc_amc3_mem,divkc_amc3_time,divkc_amc4_command,divkc_amc4_status,divkc_amc4_mem,divkc_amc4_time
cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf --nb 4, done, 10100, 0.0985682,/projection/build/projection --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf.proj --timeout 7200, done, 12148, 0.116665,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf.proj.p -out=/tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf.pnnf, done, 591110, 4.72757,518267426987,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf.proj.pup -out=/tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf.unnf, done, 588709, 0.832365,13108879943784250543053034629101059053375140054867999028652608005921525126473989698379595414241280,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1192800, 6.2778,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1164890, 5.44538,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1164890, 5.15105,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_2_p_t8.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1164890, 6.28864
cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf --nb 4, done, 55791, 1.34071,/projection/build/projection --cnf /tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf.proj --timeout 7200, done, 39415, 0.141095,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf.proj.p -out=/tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf.pnnf, timeout, 15809654, 3600,,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf.proj.pup -out=/tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf.unnf, done, 585490, 0.0414191,4055977465424891643171691933115285255685879861897050849873206084445175764183018672820568101876047294301226549528680926644161310928562484740556697014325291070790992576137107449300849632318562225453393383730602049142485749170394579609206208427413671552866393297295577245483962382473753504131059620455236178697652622642133355924364812896826677104237151297439469783042456716018566795681111387047926608947698572406226705927927949954357187714097660676872923066350166789573033976100792162837681938747674403071128016691437987336234615907040422651489887870960699499106541038393913702402893918394740897077496401203719022073112984309819867867005898825922716457314942402859834045403367956834651867093175671362002538468075236156957842848976147971438013549584543903295159103821724801573644805709181201450908805418745502093638420659722991586040226673549513562532045100790522679023356820386651164580170041765777469892650900431938218712774195037719953939013784932559966207808147988749516879184331245999791779086656234640713042081184973425486093323082417058103784137726533875795403085024921323163463162044671090118744098442972342231288054686290840979213977317699527076285853950065138102484622396490691916284927738678168393096309005097796498438124672733404265966169047685020066172814870306501022527938671883797375021206464474709550532239014850684806898621321374708807127446605244255186718818304,/build/appmc --cnf /tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21352, 0.180112,/build/appmc --cnf /tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21352, 0.177457,/build/appmc --cnf /tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21352, 0.177187,/build/appmc --cnf /tmp/cnf/lagniez/circuit/c880_gr_rcs_w7.shuffled.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21352, 0.178546
cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf --nb 4, done, 8658, 0.0848115,/projection/build/projection --cnf /tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf.proj --timeout 7200, done, 8441, 0.0223388,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf.proj.p -out=/tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf.pnnf, done, 586502, 0.474496,49276416,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf.proj.pup -out=/tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf.unnf, done, 587862, 0.476455,10112443067088356843455002658584208721886116552048747028894946689024000000000,/build/appmc --cnf /tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1164955, 1.26022,/build/appmc --cnf /tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1164955, 0.955392,/build/appmc --cnf /tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1164955, 1.45887,/build/appmc --cnf /tmp/cnf/lagniez/circuit/iscas/iscas89/s1238.bench.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1164955, 1.06493
cnf/soos/02B-2.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf --nb 4, done, 70402, 1.18444,/projection/build/projection --cnf /tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf.proj --timeout 7200, done, 90877, 0.89863,/d4/d4 -dDNNF /tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf.pnnf, timeout, 11820228, 3600,,/d4/d4 -dDNNF /tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf.unnf, mem, 18579800, 1571.9,,/build/appmc --cnf /tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21893, 0.17529,/build/appmc --cnf /tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21893, 0.181542,/build/appmc --cnf /tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21893, 0.173583,/build/appmc --cnf /tmp/cnf/soos/02B-2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21893, 0.177153
cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf --nb 4, done, 7389, 0.0170555,/projection/build/projection --cnf /tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf.proj --timeout 7200, done, 6791, 0.00856653,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf.pnnf, done, 583872, 0.0286886,78848,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf.unnf, done, 583892, 0.0287002,51539607552,/build/appmc --cnf /tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153605, 0.0493282,/build/appmc --cnf /tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153605, 0.0543195,/build/appmc --cnf /tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153605, 0.0516485,/build/appmc --cnf /tmp/cnf/soos/or-60-5-1-UC-30.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153605, 0.0533056
cnf/soos/90-30-7-q.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf --nb 4, done, 13049, 0.0455784,/projection/build/projection --cnf /tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf.proj --timeout 7200, done, 12419, 3.66233,/d4/d4 -dDNNF /tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf.pnnf, done, 581672, 0.0328899,132,/d4/d4 -dDNNF /tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf.unnf, done, 595382, 5.70317,251689351221013652679344129722106015264240543084723160550707084663317286688579607219629200938942457577047723996880559453532527207005886312286809577378095888409688974649957760153297912311354667555585981734049850886058124088602785372463677740550375064242481090379963923753340206037465563882534450334269410097228935568088275349077526909257990193199561556013350654019173945978818453194086533033159019274910722403816018855728479224343864967078097037962977454307917793997702233905310432927505820155658076819681731602978147893338077771838400173734354177694765879349186584354699818418850991306727479352932468977353305457209802932624589295585150376455391044758035954974201749723402981591078597135710185084985784779470699923863400069120956034612170564703563089529660520077754982224078103581663153141366046538785065652894108591774721220356715757424556492243342029292201290990453981214322558580086108190930234189726691181226591417641288465705013326990475434574185648507632862133364233511476232489579563553270327052006606395693417644845551249804772692096002960654336,/build/appmc --cnf /tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1175461, 4.17381,/build/appmc --cnf /tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1175461, 4.06099,/build/appmc --cnf /tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1175461, 4.05094,/build/appmc --cnf /tmp/cnf/soos/90-30-7-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1175461, 4.08279
cnf/soos/s382_3_2.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf --nb 4, done, 7868, 0.0254802,/projection/build/projection --cnf /tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf.proj --timeout 7200, done, 7090, 0.0106643,/d4/d4 -dDNNF /tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf.pnnf, done, 579862, 0.029697,15992,/d4/d4 -dDNNF /tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf.unnf, done, 584118, 0.0329016,57473587364614058803200,/build/appmc --cnf /tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153740, 0.067417,/build/appmc --cnf /tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153740, 0.065091,/build/appmc --cnf /tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153740, 0.066086,/build/appmc --cnf /tmp/cnf/soos/s382_3_2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153740, 0.0675737
cnf/soos/75-12-9-q.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf --nb 4, done, 8101, 0.020181,/projection/build/projection --cnf /tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf.proj --timeout 7200, done, 7487, 0.0127829,/d4/d4 -dDNNF /tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf.pnnf, done, 583995, 0.0297261,5376,/d4/d4 -dDNNF /tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf.unnf, done, 584630, 0.0720688,3599131035634557106248430806148785487095757694641533306480604458089470064537190296255232548883112685719936728506816716098566612844395439751206812144692131084107776,/build/appmc --cnf /tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1154281, 0.061054,/build/appmc --cnf /tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1154281, 0.0618689,/build/appmc --cnf /tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1154281, 0.0620167,/build/appmc --cnf /tmp/cnf/soos/75-12-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1154281, 0.0605588
cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf --nb 4, done, 9420, 0.0403186,/projection/build/projection --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf.proj --timeout 7200, done, 8491, 0.0265682,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf.proj.p -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf.pnnf, done, 584548, 0.0310005,36864,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf.proj.pup -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf.unnf, done, 596267, 2.66134,70809811890563609331248199037042297044480062608029910017343767062751103346849692494989762291330495763379948182327610090853296502777210134024300888988080051195338555240540603684549289605605553174270444892886281666017088524745145637347694354528468595541807843984013263801994738458948253462693218385024030345452443830534911120957017885618695681505490808460282884748226771025920,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1180581, 7.16086,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1180581, 7.06776,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1180581, 7.03905,/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-18-10-q.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1180581, 6.97298
cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf --nb 4, done, 11501, 0.130583,/projection/build/projection --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf.proj --timeout 7200, done, 10330, 0.0540902,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf.proj.p -out=/tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf.pnnf, mem, 17422200, 2185.79,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf.proj.pup -out=/tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf.unnf, done, 594051, 0.692813,9986777424394228703543564665479207146956563015772789653677110415430324113898821729806513438631606801245947109211009340190866009907865526237533415774777805294601764111435855512446998875771145210796541045391097971139594766091282485870592,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21082, 0.168817,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21082, 0.172246,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21082, 0.171021,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_5_p_t5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, err, 21082, 0.172907
cnf/plazar/FeatureModels/mcb2100.cnf,/splitter/build/splitter --cnf /tmp/cnf/plazar/FeatureModels/mcb2100.cnf --nb 4, done, 11227, 0.0614983,/projection/build/projection --cnf /tmp/cnf/plazar/FeatureModels/mcb2100.cnf.proj --timeout 7200, done, 8904, 0.0233901,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/mcb2100.cnf.proj.p -out=/tmp/cnf/plazar/FeatureModels/mcb2100.cnf.pnnf, done, 584744, 0.0371143,362698496676053427476,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/mcb2100.cnf.proj.pup -out=/tmp/cnf/plazar/FeatureModels/mcb2100.cnf.unnf, done, 585457, 0.0593921,43968575393650505921767553819394597005226120176663332194435952534737132886005760893781925237165473634958001970459278851576229433180160000,/build/appmc --cnf /tmp/cnf/plazar/FeatureModels/mcb2100.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1154162, 0.426069,/build/appmc --cnf /tmp/cnf/plazar/FeatureModels/mcb2100.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1154162, 0.422487,/build/appmc --cnf /tmp/cnf/plazar/FeatureModels/mcb2100.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1154162, 0.422928,/build/appmc --cnf /tmp/cnf/plazar/FeatureModels/mcb2100.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1154162, 0.423772
cnf/soos/90-17-9-q.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf --nb 4, done, 9043, 0.0223379,/projection/build/projection --cnf /tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf.proj --timeout 7200, done, 8155, 0.0392684,/d4/d4 -dDNNF /tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf.pnnf, done, 577564, 0.0297868,20,/d4/d4 -dDNNF /tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf.unnf, done, 586039, 0.300582,13582985290493858492773514283592667786034938469317445497485196697278130927542418487205392083207560592298578262953847383475038725543234929971155548342800628721885763499406390331782864144164680730766837160526223176512798435772129956553355286032203080380775759732320198985094884004069116123084147875437183658467465148948790552744165376,/build/appmc --cnf /tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1156038, 0.164777,/build/appmc --cnf /tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1156038, 0.158761,/build/appmc --cnf /tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1156038, 0.162003,/build/appmc --cnf /tmp/cnf/soos/90-17-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1156038, 0.161197
cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf --nb 4, done, 8912, 0.0403492,/projection/build/projection --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf.proj --timeout 7200, done, 10629, 0.123141,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf.proj.p -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf.pnnf, done, 605044, 6.59442,20391090,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf.proj.pup -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf.unnf, done, 587329, 0.467735,263836136645518882166877271196375885443214868480,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1185447, 1.03621,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1185447, 0.957021,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1185447, 0.816288,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_5_p_t8.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1185447, 1.13515
cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf,/splitter/build/splitter --cnf /tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf --nb 4, done, 7385, 0.0170202,/projection/build/projection --cnf /tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf.proj --timeout 7200, done, 6791, 0.00853366,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf.proj.p -out=/tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf.pnnf, done, 583905, 0.0297588,9551872,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf.proj.pup -out=/tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf.unnf, done, 584065, 0.0297318,549755813888000,/build/appmc --cnf /tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153605, 0.0897116,/build/appmc --cnf /tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153605, 0.0895829,/build/appmc --cnf /tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153605, 0.0907506,/build/appmc --cnf /tmp/cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1153605, 0.0905863
cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf,/splitter/build/splitter --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf --nb 4, done, 8085, 0.0361036,/projection/build/projection --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf.proj --timeout 7200, done, 7925, 0.0234375,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf.proj.p -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf.pnnf, done, 587395, 1.76448,151165440,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf.proj.pup -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf.unnf, done, 584118, 0.033993,95780971304118053647396689196894323976171195136475136000000,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1159229, 0.107297,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1159229, 0.107882,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1159229, 0.109378,/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring2_r6_p_t5.cnf --nb 10000 --alpha 0.01 --lnb 30 --epsilon 1.1, done, 1159229, 0.108575
