file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,mc,ck_amc_command,ck_amc_status,ck_amc_mem,ck_amc_time,ck_amc_n,ck_amc_nsuccess,ck_amc_y,ck_amc_yl,ck_amc_yh
cnf/plazar/FeatureModels/at91sam7xek.cnf,1319,3963,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf, done, 538775, 18.4527,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf.up -out=/tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf.unnf, done, 604401, 7.46734,944851128754377944722173411804677661023530935654438424344672651367814009925738975686878368133920363477224489048817708604038128340000,/capkc/build/appmc --cnf /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf --nb 10000 --alpha 0.01, done, 596299, 0.794745,10000, 10000, 9.44851e+131, 9.44225e+131, 9.44851e+131
cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf,4623417,3438371,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf, mem, 64002736, 29.1666,/d4/d4 -dDNNF /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf.up -out=/tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf.unnf, done, 7729, 0.0149526,,/capkc/build/appmc --cnf /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 21041, 0.550498,
cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf,512,1343,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf, done, 537034, 15.3667,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf.unnf, done, 602603, 5.54062,9130086859014144,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf --nb 10000 --alpha 0.01, done, 579280, 0.489964,10000, 10000, 9.13009e+15, 9.12403e+15, 9.13009e+15
cnf/sundermann/systems_software/eb40/Berger2013.cnf,1240,3816,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf, done, 538607, 11.5727,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf.up -out=/tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf.unnf, done, 593469, 4.25637,25147921194104289081422785250166499903471452406970580431744330836041112805102287373083319107327856107961979016363631373714960,/capkc/build/appmc --cnf /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf --nb 10000 --alpha 0.01, done, 576286, 0.537303,10000, 10000, 2.51479e+124, 2.51312e+124, 2.51479e+124
cnf/lagniez/Configuration/mercedes/D1119_M23.cnf,1414,1997,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf, done, 537845, 0.251907,/d4/d4 -dDNNF /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf.up -out=/tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf.unnf, done, 584544, 0.0393546,4799005687808,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf --nb 10000 --alpha 0.01, done, 550723, 0.0684031,10000, 10000, 4.79901e+12, 4.79582e+12, 4.79901e+12
cnf/plazar/FeatureModels/sam7ex256.cnf,1332,3989,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf, done, 538910, 24.2703,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf.up -out=/tmp/cnf/plazar/FeatureModels/sam7ex256.cnf.unnf, done, 604364, 7.4482,944851128754377944722173411804677661023530935654438424344672651367814009925738975686878368133920363477224489048817708604038128340000,/capkc/build/appmc --cnf /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf --nb 10000 --alpha 0.01, done, 596312, 0.816738,10000, 10000, 9.44851e+131, 9.44225e+131, 9.44851e+131
cnf/plazar/Blasted_Real/blasted_case100.cnf,72,178,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf, done, 536236, 0.188179,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf.unnf, done, 579760, 0.0361799,2097152,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf --nb 10000 --alpha 0.01, done, 549560, 0.0585602,10000, 10000, 2.09715e+06, 2.09576e+06, 2.09715e+06
cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf,1273,2524,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf, done, 538038, 18.305,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf.up -out=/tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf.unnf, done, 591802, 2.41674,16694996857453792400652760013516861872352404117707955459303879291019815468162179516019553697455126912054699654561623755022545857576400,/capkc/build/appmc --cnf /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf --nb 10000 --alpha 0.01, done, 569176, 0.459266,10000, 10000, 1.6695e+133, 1.66839e+133, 1.6695e+133
cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf,140,350,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf, done, 536510, 76.189,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf.unnf, done, 858882, 27.8156,31525197391593472,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf --nb 10000 --alpha 0.01, done, 1091846, 6.57241,10000, 10000, 3.15252e+16, 3.15043e+16, 3.15252e+16
cnf/soos/75-16-7-q.cnf.gz.no_w.cnf,1216,1920,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf, done, 537235, 50.1845,/d4/d4 -dDNNF /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf.unnf, done, 633430, 25.1606,12181642514249998850441727984843985388595283571993759408584883071516185863458032628082018832352512824031631145289260835229323962331503867558222484120390816774414097124945591287338487069362567060440999491849022973592106997406743593682182954519336207016034673503880346933852285737489892638720,/capkc/build/appmc --cnf /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 652861, 1.57403,10000, 10000, 1.21816e+289, 1.21736e+289, 1.21816e+289
cnf/soos/or-50-10-6.cnf.gz.no_w.cnf,100,250,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf, done, 536367, 39.9954,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf.unnf, done, 726183, 12.7274,1125899906842624,/capkc/build/appmc --cnf /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 819945, 3.28272,10000, 10000, 1.1259e+15, 1.12515e+15, 1.1259e+15
cnf/plazar/V15/s1423a_15_7.cnf,864,2248,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/V15/s1423a_15_7.cnf, done, 537694, 61.793,/d4/d4 -dDNNF /tmp/cnf/plazar/V15/s1423a_15_7.cnf.up -out=/tmp/cnf/plazar/V15/s1423a_15_7.cnf.unnf, done, 618491, 8.70111,1107029244267090938123255808,/capkc/build/appmc --cnf /tmp/cnf/plazar/V15/s1423a_15_7.cnf --nb 10000 --alpha 0.01, done, 599769, 0.858078,10000, 10000, 1.10703e+27, 1.1063e+27, 1.10703e+27
cnf/lagniez/Configuration/mercedes/C203_FW.cnf,2030,7234,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf, done, 541044, 156.977,/d4/d4 -dDNNF /tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf.up -out=/tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf.unnf, done, 669913, 37.4817,65750672107283789509544992398533121084277049681109562155201102749882723428249965373650680064670139434669259093778208341681807270131422570485326772616297484545412508370747823617839464448,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf --nb 10000 --alpha 0.01, done, 707547, 2.29121,10000, 5601, 3.6827e+184, 3.59839e+184, 3.76647e+184
cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf,140,350,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf, done, 536793, 125.431,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf.unnf, done, 1385971, 74.3732,1048185758197743616,/capkc/build/appmc --cnf /tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 2218864, 18.917,10000, 5926, 6.21155e+17, 6.07829e+17, 6.34352e+17
cnf/plazar/Blasted_Real/blasted_squaring42.cnf,4173,13539,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf, done, 549724, 197.066,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf.unnf, done, 751632, 52.2118,11254978372196889414956115901007929800647383967122373673416690402802798702680892555143375124133708037644622530920045014511096783304780677120000000000000,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf --nb 10000 --alpha 0.01, err, 827867, 4.50343,10000, 0, 0, 2.27233e+74, 7.46261e+147
cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf,2848,9498,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf, done, 546054, 186.689,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf.unnf, done, 674684, 30.1549,133721653815568302829547416700821550193908584610955035404915468639680016713637626944410951939522560000000,/capkc/build/appmc --cnf /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 717008, 2.5521,10000, 0, 0, 2.69978e+27, 8.86641e+100
cnf/soos/75-20-4-q.cnf.gz.no_w.cnf,1920,3040,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf, done, 538038, 183.874,/d4/d4 -dDNNF /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf.unnf, done, 755867, 63.3335,1213688813604645926256467407210302211396775469699214712446125431658225920448753442719723599175146784040738056751545778778067928471378076549133258493048028007477142947381494635275814950123344261006712385918179291716014288533185604409976589584797420697707029970768675573147165233219808580590655630660048427157931152047795296235973963262658249341623827001939082836801016927409810467971649125756238119217141673372661798868672135061849255824359751717625139726123008,/capkc/build/appmc --cnf /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 857927, 4.72842,10000, 615, 7.46419e+457, 6.74783e+457, 8.25112e+457
cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf,1507,5210,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf, done, 539705, 207.077,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf.unnf, done, 790327, 62.8616,478941296364677129229214414684485360534103995187200000000,/capkc/build/appmc --cnf /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 885080, 5.20393,10000, 0, 0, 9.6696e-21, 3.17562e+53
cnf/soos/or-70-10-7.cnf.gz.no_w.cnf,140,350,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf, done, 536555, 183.201,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf.unnf, done, 963403, 43.2083,90607186246560607371264,/capkc/build/appmc --cnf /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1361203, 8.87158,10000, 124, 1.12353e+21, 8.92978e+20, 1.41267e+21
cnf/soos/or-100-10-1.cnf.gz.no_w.cnf,200,500,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf, done, 536772, 183.301,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf.unnf, done, 1325658, 82.0981,2096196184448389184704423025222615040,/capkc/build/appmc --cnf /tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 2151690, 17.9161,10000, 0, 0, 4.23212e-41, 1.38988e+33
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf,200,500,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf, done, 536784, 182.183,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf.unnf, done, 1332731, 79.0402,9653797302805040153493504,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf --nb 10000 --alpha 0.01, done, 2179788, 17.7505,10000, 289, 2.78995e+23, 2.40257e+23, 3.23763e+23
cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf,4157,13049,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf, done, 549236, 273.707,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf.unnf, done, 758136, 43.1233,1297861519916130981756259856429155514101223707086185004443923474534645503420202869331136230682149171960134638710664017459238013929455444825427347678269539283211378501082519961600000,/capkc/build/appmc --cnf /tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 838594, 4.57565,10000, 0, 0, 2.62032e+103, 8.60547e+176
cnf/soos/or-60-20-2.cnf.gz.no_w.cnf,120,300,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf, done, 536838, 152.839,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf.unnf, done, 1163161, 47.9718,1387671635183534080,/capkc/build/appmc --cnf /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 1652174, 13.4896,10000, 8327, 1.15551e+18, 1.14187e+18, 1.16855e+18
cnf/soos/50-20-10-q.cnf.gz.no_w.cnf,1920,3040,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf, done, 538591, 185.424,/d4/d4 -dDNNF /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf.unnf, done, 806277, 55.6689,125876156183524005906008009633222676232721157780715659795807669240144002018490330351742296298982040097623948370253095162041326864300587903563213068679607815397597061435865995738429323237172998639123581644806941514687963790083209783892511481064524703964045924053460310588521616506227188581377538419053649294222149042759988417634064212571853497297008188395925453495766534612284393666823442692145707145518372678242953966422020630158149641773529991505620216603960477220864,/capkc/build/appmc --cnf /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 980455, 5.84205,10000, 0, 0, 2.54138e+390, 8.34622e+463
cnf/soos/18A-4.cnf.gz.no_w.cnf,23686,107219,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf, done, 935415, 306.86,/d4/d4 -dDNNF /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf.unnf, done, 861163, 68.839,8543180053425467611816950123173650900435778750167083636584216469578384938746186241059717640817078342214410167347957870032889423676578151781815981854333553285909147431634580220081416160201263966409234393392323895143005459673693332201289619336678017166539128563340017000814886399087724341463753984745445711920038219948958385267634629995889248590303875441670289044646663540306340994357390045762775527989314686069402552820643819970391074107465500540665104311708707799510051543580735881260456116672036270163979101525206451776500332194737637052776848004610039771992578622006522251343551254468335359154450551982673262815915582657847712733129244711913015636688862136151193349791134882027362610911862479713927107971745552494940724219454435672784079320435713280732466975717932004965288628978000492886727404325935402565686892006691549432400131341840680913239707947826424816425805762108457676150325574040385207115461652579928718653335039114593541844032544233916100931945535898025322693118675864196239124252362038341046560095706607323308037616125365148881761507741149517248637991611929654153311482744523666632139200123274314374604196320643246999286954531247564864618887655973481448842939137259021399235266578718251560721187137237321230684243793434713065421811845193667757859395731033730738450859537093051075760472670503131995784562464968907446662303659260563569892318286259682096449445837165159602431077249887510849205951518433950492965298456554776803774599059666496343753753433614997726479427046142521366529664400763181492963285370653186309030639741360135987343553285641805769719534574646344848291996144761071197843951279056621278387419896609404935456093737724349033353777754788930547222579815196655127928330251324321599740245754753636098126012712429361386284335999589075689954395728759735688514748166757382974508422175617824959766354801750351024652162874988388447564291863072098922367517276049262056663688404287382897198041741291757353493090862918832050856109537718751271890721733185785593859779339366626480625303106171360421148531320045714535519136246372571457757036666419471819271021142832748440891194465838942929654483902729937749203613812191421192994057904434068787077280328229524388656304845780757050175864063833412611117160554812859012997466800142123249545485684803706009476525987882356967178895218820641683711338573121588160899480871618013956683633667546188342571094798150480615964180092471890949820759827988511846834964678179161500610302725755661390518356255544401326213852353873618956551239206292736109554778287331565205976951811046893380652060090657636862498443746231192406053139898744334518671403202694420401296888452341683336026708520117996931145521079536989159330817608545847226585654596881665005956811428193829857918769255471141693174468353444147866779907844386146064168808065145221603690680934793739512492893719404571031747036989953523118340028822292570195897912497350887159932196832186354749248172168383799938491934944956223807441622249063664045492762186180452156961853049015524096834028382692155830846607934950306644114982018437356996586867769381714498696380912362560490827108629054056908346951026117838914530894251294814274634234974512813392707629079341676975694448533864701453199728559267167931470765017788130374113293848306049585187503548552079267549480792056051567645435155808028526222387655345391663582348717985478945938945904033575591694721238719977729919874839909690749164866791510699926122589525975625698532334509568770857873150768549586812218455327558270672761147775571899216847928144804760362286811487180351978195096612067436315742320488073926701513967392640593530372366519738592472798038748167265742528040837835882688124213664587607143925283738867324232031566626882832174147192276581668772246186979390193921433178826509165851416600680067996974767271353142097180034593090516891630533566165342538642410802712684567191753326693355926483447828945528260873895857414353741360043147054956672722386146229059793260528170532783205640045989979748327287082293298163351078544746749761668435581150523504042433468749485934214355182062700271063408120926063063416786044100234797345322922002830575014539276977571051035128522157457642705907189887286758053092578219111248130956385899810735460673847219547673253444066403008679522057688289643988717077777583729258651518561635941380894121238125137576928167655047146891807856924661023104858765926263705898379443812505499448983099747658917584475835134461474009574329124430743583864528448500487116894190956882372024509583562931225908718631658985218240754754977673065914181181082015168396834606935152142304162257445166033837533259694919057627017943076683271780076143029184815094697054583343485884593416575248110015478431798241364199517495081498482793856295420818463332075256638656568657636685854497099029856916230651388264024431535510414293902694787492924152193542826267322340593415669232756969321324106715917711505485960919124028283133901929296032798108183778668945927266121253281032972903527683015246359465208777832683046344781212330894552394203745767430095287869608571643449503085223972694935685211137353312949091186026960793469738439984383309357874675185525100722012865082456657418857024728617959220070976682047608342771727633895695431609134027688705163509553631400677827629727150565827133192704440362382518519781538538449506132533703291732661706349337649915391684468770187533305300125394381118465635210827611699410159213149746250170729622429332880158009211327393881233039659684534777745800380381349054632452861125450312271429577229905952768000000000000000000000000000000000000000000000000000000000000,/capkc/build/appmc --cnf /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 1558646, 29.1739,10000, 0, 0, 1.72483e+5468, 5.66455e+5541
