file,nbv,nbc,capkc_command,capkc_status,capkc_mem,capkc_time,d4_command,d4_status,d4_mem,d4_time,d4_ign_command,d4_ign_status,d4_ign_mem,d4_ign_time,sampler_command,sampler_status,sampler_mem,sampler_time,umc,ign_mc,ign_nbv,ign_nbc,up_nbv,up_nbc
cnf/soos/75-20-9-q.cnf.gz.no_w.cnf,1920,3040,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/75-20-9-q.cnf.gz.no_w.cnf, done, 537952, 117.011,/d4/d4 -dDNNF /tmp/cnf/soos/75-20-9-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-20-9-q.cnf.gz.no_w.cnf.unnf, done, 674742, 27.3393,/d4/d4 -dDNNF /tmp/cnf/soos/75-20-9-q.cnf.gz.no_w.cnf.ign -out=/tmp/cnf/soos/75-20-9-q.cnf.gz.no_w.cnf.unnf, done, 584417, 0.0467049,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-20-9-q.cnf.gz.no_w.cnf, done, 699379, 2.31346,63212959041908641992524344125536573510248722380167432939902366232199266690039241808318937457038895002121773789143009311357704607884274820267357213179584792056101195176119512253948695318924180260766270099905171443542410861103416896352947374208198994672241144310868519434748189230198363572429980763544188914475580835822671678956977253263450486542907656350993897750052964969260961873523391966470735375892795488159468691076673701137982074185403735292976027402240,94971145180789141405469863695884969990692470634685116742800956330585166286696033875105787408321105016172948848387979899381078776548058719274153038481919330076987462588432197778346974895637755344856609332899271782077461008182119361693275785914457910967149403472811089067095457018656127063791202559391107981952290497413671516189054715030212151457729925746607341068107450556036691253445520158175442766273106804460580598760425795931407058821363012979657287013264796313022267140908229491284859997425339970007394059640858536497878915778164024704513828250590897948604589281308443672576,1920,0,1920,1894
cnf/lagniez/BayesianNetwork/Ratio_90/90-42-10-q.cnf,8652,13776,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-10-q.cnf, done, 547127, 248.263,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-10-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-10-q.cnf.unnf, done, 678727, 38.6561,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-10-q.cnf.ign -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-10-q.cnf.unnf, done, 587616, 0.0498551,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-10-q.cnf, timeout, 709484, 18000,117993968572569576387953208575954856874240244386873619531687442515360236805478223904143686950515693785942829120173198931578754548482149498916311292197886830098631846960248924729045690349031955847838848991232756314876438723836940090347181715515762311844223848359688499548192916675752945321090934205516151069363554110844695578796282659176275963605155785107835923871031802344213261010178212143699437083661579782049044619012818820989262141723080116896625207588470312253582514088495588547429611503860508800441230080011787811018839580891216160106923241068971064058890328623198421457794769891946435360480511202059875517505089321731791347909681576830739325773501158169880872752355953090573271839276473065758817253805598566416722401147301570446113795276888422488704172110303988991031773116069120027033177117084909239938820825482433671692516508040738634242986589407485057776633893088584396552373895826985391392619729610913273615717809263576677309966603902515904343045296026766221145353494535969861203170023816982379702837512177339504240043164878660739542875346777074773384340999913639033035486437665649993787409174199949627321450687161988738747323839556951248549127213510011720666545937254739971047117872714862860984987983447405183285171104127117066100334885142403094865504733817787154759913853402748148573050692555077407874236880645075513175660856806332712417901895236076603406449266989145492400582995140409509798580912148482691380844417692104791927368716773561786977980653360771202255983325166842906680444140790563874716519603817976189381599469705823428754749688933510603986185163486319283916898550914084686665539917920303108657296030626615451508056958068309832684395352715764886926026094682847527511257473310389353248573013582162675484137462170078654557350908917783953519618550131947989793621448596376146013941191665121238652414118595330981018110188421461374098941067814949435441137191831667076588090773697211521434680673622478330990733638483848738815270049536145634933273027627797330287434843218606774799479092779590397583977362598803687552347345353385856407427611423178172726480868294955597891326967808,171910659193527808863742331841601600791099991751322288959770767429301436652288263851610184107413675393126336509066487107814029905945346283134556193719218799010930306524341779485356827344870995054241728452509214956365973148149038996264389023994797801068757927823955248872723627465672175459710748575331322464761019307111488805092325374266157039863167255033661788328088171485846785587414491572331274273302225219277302571548942407192583197440079892299675077029194244796013652794722505429414985779174053257377765126887862930500824723797505157253358157788034552012381172870378054310761554680159946428724163083076365119298274684533389033071176886922692252315068319030307075386870990944786094476066065196220136672549249940456105049410973140908624863098622835498202229439172854870450304048130597457205322952378305173033389379054038608572611531336632029096127614131953485749044740793342113518409700439157648413465913602334569475390393773809798272803575444378855972360722944525305017967856897173644494238727744886402424991701489488390145667130990191223536166020644056404129544732130633263642530022811283255956697401575828193436880796401917916308119904848140552374417285204240792689370613489875279867543733195895752110322182442732610862224403889831450163855528726558709011998979247655859719981063575574561501656519822091733966938300710261829122169640364590103582845395877503023424524091835518073041614856184679230404138160664950128411492517615265618247689886617510505824000995190980295478941436961907623097947372801074638703992913531441330957912041689683418083027677583803723352285881441004069233167648001091059064540853367911592836024878149212637177321808953560853455119613326651304996648212427000594432473978562123838603027240150931713562534223118664045493213474098196662738446206841706484659038238637496845258900125902852388242547854690004702646968974907920919400604107911480179318558106521547247509994439495579332606318603295308962826937375838523171161902300074466084164726181678966286487923006242812750966546593984895053707969601755299651723557341212460509364670277796383045231342023222782449465503823282977437050111837599714571707783258474516196424461380966245107166711438923932188843930606885035747960276175786330648990959284491173071066105124875575349525583832955518918961383025622438582544656034320273796206356687560428639129765650616290747276939659948651665616834562601747476066566689877624821252940055532094415597568823554633524032849625604471679792063903069039323024592161015728398381014184480429076323388871401034972145344989759338858493660189609636702001230940958134215903012716544,8652,318,8652,7306
cnf/lagniez/Planning/pddlXpSym/uts_k5_p_t8.cnf,4529,22272,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/uts_k5_p_t8.cnf, done, 569671, 303.862,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/uts_k5_p_t8.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/uts_k5_p_t8.cnf.unnf, done, 1589665, 81.21,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/uts_k5_p_t8.cnf.ign -out=/tmp/cnf/lagniez/Planning/pddlXpSym/uts_k5_p_t8.cnf.unnf, mem, 64349253, 7777.45,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/uts_k5_p_t8.cnf, timeout, 2462367, 18000,587251825974078387492283270185086983679136470936372677994217447668633902232675624053017151801319639718942225878734028300500473744290814992411186122424691911857546724423658921182152477152410997908644071450879344569102321528773209670616809880436664712908660922129939847775412999142236735608397884018319249203225831381913428390413581597656367160872800007442509425777744980938045380867976836501764929775649825392459405345000533235342386764004898629458788897583087089172199614400967958480208905364114407135854042631483910052300145529585373976712798432200262892896512929749854699076224997370534949749447240639391219783964781010917690914680849335871935880139421206986856345727454094190343221924504467817611804187356927283028499583676410380960435488085371001323936103620360550227565980166563965892160389120000000000,,4529,10348,4529,9044
cnf/plazar/Blasted_Real/blasted_TR_b12_1_linear.cnf,1914,6619,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_1_linear.cnf, done, 540717, 244.4,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_1_linear.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_1_linear.cnf.unnf, done, 914604, 56.4842,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_1_linear.cnf.ign -out=/tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_1_linear.cnf.unnf, done, 656105, 11.776,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_1_linear.cnf, timeout, 1189531, 18000,9456821920319413608005956075225395840730964335084314116489519932734683572333388391175931675175341260800000,8022292580131236046371583016855871805406959093075337795599059139776562571513119202556843545619289179643378094152585962757052918441504919237331247296978656691485603931243713796985587336948336863044667652719329873600796431727707147714815867948357146720766252718796611116612542964578403703664207324481506627001174120017637388765819901168019503413747370002992365322627091446439394377145049430992951884216915770390626307491049366555666628978176692838611876142069236143238284484910177109710100613388304384000000,1914,949,1914,4654
cnf/lagniez/Planning/pddlXpSym/blocks_right_4_p_t4.cnf,1073,6705,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_4_p_t4.cnf, done, 540340, 184.422,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_4_p_t4.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_4_p_t4.cnf.unnf, done, 917630, 50.0016,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_4_p_t4.cnf.ign -out=/tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_4_p_t4.cnf.unnf, done, 1829498, 174.774,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_4_p_t4.cnf, timeout, 1071144, 18000,16694397165912115333486635307673583616000,11943078337526252603726030584343509250368320979555144508488800234098661101679667948834758087378792445274346450127763274959592782515753367276607046833481415223430542411883747616313384097263137941901054185518311136680975036602440750735736762187220674852740462772211985758477265449532989348239130707113749321451831296,1073,713,1073,5918
cnf/plazar/Blasted_Real/blasted_case134.cnf,60,146,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case134.cnf, done, 536231, 0.187812,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case134.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case134.cnf.unnf, done, 579735, 0.039288,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case134.cnf.ign -out=/tmp/cnf/plazar/Blasted_Real/blasted_case134.cnf.unnf, done, 583696, 0.0360848,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case134.cnf, done, 536313, 0.0224683,262144,1152921504606846976,60,0,60,103
cnf/sundermann/systems_software/prpmc1100/Berger2013.cnf,1223,3754,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/sundermann/systems_software/prpmc1100/Berger2013.cnf, done, 538636, 13.5665,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/prpmc1100/Berger2013.cnf.up -out=/tmp/cnf/sundermann/systems_software/prpmc1100/Berger2013.cnf.unnf, done, 589651, 2.11394,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/prpmc1100/Berger2013.cnf.ign -out=/tmp/cnf/sundermann/systems_software/prpmc1100/Berger2013.cnf.unnf, done, 584175, 0.0351219,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/prpmc1100/Berger2013.cnf, done, 550211, 0.202222,2386778324100711142791871438138773912866941091001368241150242782983181574983949615934433403698530961217489729564871837032400,144439074515673158720724949080128706438642425359068843866970804223953784568476037236842693968934594817599437382358865231016025829751162969207532818595137180147149468098361218351316272857387306572842780868322212928396476266206644984798658523434376214796442240502638021789316943658102671064566780321932176781683346586437073924928642880260067888188419566865785910468804608,1223,0,1223,2328
cnf/soos/or-50-5-1-UC-30.cnf.gz.no_w.cnf,100,250,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-50-5-1-UC-30.cnf.gz.no_w.cnf, done, 536231, 0.178838,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-1-UC-30.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-5-1-UC-30.cnf.gz.no_w.cnf.unnf, done, 583917, 0.0371649,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-1-UC-30.cnf.gz.no_w.cnf.ign -out=/tmp/cnf/soos/or-50-5-1-UC-30.cnf.gz.no_w.cnf.unnf, done, 583720, 0.0360897,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-5-1-UC-30.cnf.gz.no_w.cnf, done, 536313, 0.0213044,65536,1267650600228229401496703205376,100,0,100,118
cnf/soos/or-70-5-3-UC-20.cnf.gz.no_w.cnf,140,350,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-70-5-3-UC-20.cnf.gz.no_w.cnf, done, 536367, 0.189162,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-5-3-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-5-3-UC-20.cnf.gz.no_w.cnf.unnf, done, 583962, 0.0371913,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-5-3-UC-20.cnf.gz.no_w.cnf.ign -out=/tmp/cnf/soos/or-70-5-3-UC-20.cnf.gz.no_w.cnf.unnf, done, 583741, 0.0340172,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-5-3-UC-20.cnf.gz.no_w.cnf, done, 536313, 0.0228987,4194304,1393796574908163946345982392040522594123776,140,0,140,178
cnf/lagniez/Planning/pddlXpSym/comm_p04_p_t10.cnf,5017,17958,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p04_p_t10.cnf, done, 573059, 288.035,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p04_p_t10.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/comm_p04_p_t10.cnf.unnf, done, 857452, 58.6991,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p04_p_t10.cnf.ign -out=/tmp/cnf/lagniez/Planning/pddlXpSym/comm_p04_p_t10.cnf.unnf, done, 586522, 0.078467,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p04_p_t10.cnf, timeout, 1165934, 18000,92770625374700985812774433484404787913389535626191721113376823291343611935263639858736617231247320052558057670635538925589864903513041103963219488158993514457628281034497763411202247933979048730793956890076731348042886745944166970157455007790633362310933630432395971788800,45314447692587090237805506855626228950240814294910064453066196179218933141678580744664702846227625414252590412415462122406930569449672255974709578911034500511065366604294630651594251574422430302479933869542307204443767087800000965533591952739026131853093787336580823840656770418744461882372047210572187761431645861581299328772506287661472129966394373932272762268202481133217787185947672624027289778050980650216875341667623608012458077999940616394653010467777439331910840170198525274695726161078933470275840740623907984936122363849413014500814624812277312786306695547805562261328870972585380721285575063597899332758859948986178411243551932377355180717735623794098568085935189440842875534489172473059524354506495950319622578551407379676826245168315475397944793624186067858906021731089269449424272452944116973095944060083276973110492178278106599710137663945976316791920028184936534639178228362651025438750334141588612291260609611373354227627438615743603728340192458864455692917849047923037734258129755287805989291016773865695407523063859479869586724934339021565912625040582951486709886706939809525201859519697677323554844980508185390810989062591120840212400748711282731403893755120961735897680866841366463280148517619661553304970138089932622016402817520586152095567782083280843309144207455170740424040427423397210392493421237936684161221562015079471666267473560123659459412086935149033905938002971173941727187485272960924512515140033719714741937955909623002386421847687168000,5017,706,5017,16837
cnf/soos/tire-4.cnf.gz.no_w.cnf,812,3222,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/tire-4.cnf.gz.no_w.cnf, done, 537788, 31.8454,/d4/d4 -dDNNF /tmp/cnf/soos/tire-4.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/tire-4.cnf.gz.no_w.cnf.unnf, done, 585625, 0.136734,/d4/d4 -dDNNF /tmp/cnf/soos/tire-4.cnf.gz.no_w.cnf.ign -out=/tmp/cnf/soos/tire-4.cnf.gz.no_w.cnf.unnf, done, 584007, 0.0351136,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/tire-4.cnf.gz.no_w.cnf, done, 538148, 0.0414898,103191650628000,27312187117075883106631072934794271937104930088205959824983071996985496526101020964951786294769886374883040913790702552866360531575272919369168306390347079868805765445689403631464768659094790245289840706092591521717005303961503585448607241732096,812,0,812,3202
cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf,140,350,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf, done, 536367, 0.604138,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf.unnf, done, 586223, 0.261466,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf.ign -out=/tmp/cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf.unnf, done, 583741, 0.035045,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf, done, 540860, 0.0795655,46179488366592,1393796574908163946345982392040522594123776,140,0,140,246
cnf/soos/or-50-20-10-UC-30.cnf.gz.no_w.cnf,100,250,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/or-50-20-10-UC-30.cnf.gz.no_w.cnf, done, 536363, 0.228902,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-20-10-UC-30.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-20-10-UC-30.cnf.gz.no_w.cnf.unnf, done, 584441, 0.0710812,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-20-10-UC-30.cnf.gz.no_w.cnf.ign -out=/tmp/cnf/soos/or-50-20-10-UC-30.cnf.gz.no_w.cnf.unnf, done, 583716, 0.034002,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-20-10-UC-30.cnf.gz.no_w.cnf, done, 537124, 0.0342435,677830656,1267650600228229401496703205376,100,0,100,165
cnf/soos/prod-4.cnf.gz.no_w.cnf,7497,37358,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/soos/prod-4.cnf.gz.no_w.cnf, done, 602714, 303.35,/d4/d4 -dDNNF /tmp/cnf/soos/prod-4.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/prod-4.cnf.gz.no_w.cnf.unnf, done, 1482264, 82.37,/d4/d4 -dDNNF /tmp/cnf/soos/prod-4.cnf.gz.no_w.cnf.ign -out=/tmp/cnf/soos/prod-4.cnf.gz.no_w.cnf.unnf, mem, 64000024, 9051.42,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/soos/prod-4.cnf.gz.no_w.cnf, timeout, 2168913, 18000,13893010103097917840721771849796360974978081899982902577158019943834008673492105895127763780996602522687313934569278425723341615020820530002392651550709465896073784101168303854428101092568063675066532662773092831994430578383647475885211750597351826698434720188655996345074307233982229329816192945106100958443694094161384120913930151635614758221098242250339528867664984066196697724736615863286638098443608381459327533623949001365531803752872765673188606928587843923888976142013281538032306355251595334831404327611837667430515244226923218194234238525973856352398492604612157622233501144205926143920714876970673180968678070565676833739697529643745928023104495045572431932126217223801420368549535382697062560566257009113963383842748539712619663848047455236618682107437719755926138040778229124277599833697539646800805315168035456783658259181250220373641770084885068533494400092873137859265564110612516506447439941382647980796465817806218461295916161913230986183831133998472112780263657344438219786241642596334763754063597520674670618857525645504534037719586011294580379728796474923694554390944613954407262347606381844061288421820880495574526230606496931899371259077274702287671013535060529812541163437361934046966268265858672794239869525706452316833344654956234451425774831418676894516634638041204910242145245243132488312515059731380756654537263886392142586131294706180673759603330613751105774673759866364662871687528856396094827994510451980749060291070754112703752502112415806555929133035794836544050496975867889364583798875821313606997860056429700209482750625276293304356171409967720466097489454575710015496170625465345038596206189005695998028222323849427732117321423330881581508530142346069122496363290624509021116472053510402386816221452801761718543664715497190377766752373200335832321934492870729728308564858892961049335477542815855890648273433939397166829524363664345228230986651788552639100197710317822760321557749899435244169358664660403010608309854217320990462587387241118615857660821950123969699730021459823102525440000000000000000000000000000,,7497,33453,7497,3899
cnf/lagniez/Planning/pddlXpSym/coins_p02_p_t9.cnf,1544,4225,/capkc/build/capkc --mem 2000 --time 60 --ordering community --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p02_p_t9.cnf, done, 540020, 173.516,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p02_p_t9.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/coins_p02_p_t9.cnf.unnf, done, 754356, 29.3372,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p02_p_t9.cnf.ign -out=/tmp/cnf/lagniez/Planning/pddlXpSym/coins_p02_p_t9.cnf.unnf, done, 584474, 0.0381977,/capkc/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/coins_p02_p_t9.cnf, timeout, 825667, 18000,26684819512512065365556612497284463683740989107288789155790269338283730315086589835228938098812563567462452381614080000000,1264029546948036587079356328744314724117877063996537891812036212850486601920217671763604193998543030159578184384858365948687893989449523360862614887529470739161530448260244702623447224790682744091117174688991816630520098570128920402425222749304389854837797688202945287254199618742979855639706364315174036758721981207202008442854065697146759741049304932537725085446036048218465940552082861668275394207867053676489021814466375994721242686367422750910419149694959616,1544,104,1544,4084
