file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,ck_s_command,ck_s_status,ck_s_mem,ck_s_time,ck_umc,d4d_command,d4d_status,d4d_mem,d4d_time,d4d_s_command,d4d_s_status,d4d_s_mem,d4d_s_time,d4d_umc
cnf/plazar/unsorted/51.sk_4_38.cnf,3708,14594,,/d4/d4 -dDNNF /tmp/cnf/plazar/unsorted/51.sk_4_38.cnf.up -out=/tmp/cnf/plazar/unsorted/51.sk_4_38.cnf.unnf, done, 7729, 0.0149728,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/unsorted/51.sk_4_38.cnf, err, 8695, 0.591064,,/d4/d4 -dDNNF /tmp/cnf/plazar/unsorted/51.sk_4_38.cnf.smp -out=/tmp/cnf/plazar/unsorted/51.sk_4_38.cnf.unnf -max-depth=19, done, 586805, 0.0490731,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/unsorted/51.sk_4_38.cnf, done, 543559, 0.0494688,2617245696
cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-20-10-UC-20.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-20-10-UC-20.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-20-10-UC-20.cnf.unnf, done, 7729, 0.0139034,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-20-10-UC-20.cnf, err, 8695, 0.828432,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-20-10-UC-20.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-20-10-UC-20.cnf.unnf -max-depth=19, done, 586215, 0.20751,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-20-10-UC-20.cnf, done, 542150, 0.0660242,22185384960
cnf/lagniez/BayesianNetwork/Ace/blockmap_05_03.net.cnf,2055,4143,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_05_03.net.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_05_03.net.cnf.unnf, done, 7729, 0.0149662,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_05_03.net.cnf, err, 8695, 0.245416,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_05_03.net.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_05_03.net.cnf.unnf -max-depth=19, done, 586199, 0.0848736,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_05_03.net.cnf, done, 541560, 0.0383532,298500227072
cnf/soos/or-70-10-10-UC-30.cnf.gz.no_w.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-10-10-UC-30.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-10-10-UC-30.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0117644,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-10-10-UC-30.cnf.gz.no_w.cnf, err, 8695, 0.268419,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-10-10-UC-30.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-70-10-10-UC-30.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 583987, 0.0378742,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-10-10-UC-30.cnf.gz.no_w.cnf, done, 537477, 0.0245731,536870912
cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf,270,805,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0149842,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf, err, 8695, 0.305746,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 580173, 0.054009,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf, done, 537776, 0.0277178,1099511627776
cnf/soos/or-50-20-10-UC-10.cnf.gz.no_w.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-20-10-UC-10.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-20-10-UC-10.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0128315,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-20-10-UC-10.cnf.gz.no_w.cnf, err, 8695, 0.331604,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-20-10-UC-10.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-50-20-10-UC-10.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 589000, 0.513994,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-20-10-UC-10.cnf.gz.no_w.cnf, done, 549367, 0.122651,629323563776
cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf,120,300,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0138996,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf, err, 8695, 0.272145,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 595550, 1.17465,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf, done, 563527, 0.314437,1237162410000384
cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf,4157,13049,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0149729,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf, err, 8695, 0.516988,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf.unnf -max-depth=19, timeout, 3435065, 1800,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_1_b12_even3.cnf.gz.no_w.cnf, err, 21356, 0.305342,
cnf/soos/08B-4.cnf.gz.no_w.cnf,43169,194520,,/d4/d4 -dDNNF /tmp/cnf/soos/08B-4.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/08B-4.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0138518,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/08B-4.cnf.gz.no_w.cnf, err, 8695, 0.614827,,/d4/d4 -dDNNF /tmp/cnf/soos/08B-4.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/08B-4.cnf.gz.no_w.cnf.unnf -max-depth=19, timeout, 1139834, 1800,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/08B-4.cnf.gz.no_w.cnf, err, 1205129, 1.08942,
cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf,188,788,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf.unnf, done, 7729, 0.015051,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf, err, 8695, 0.258444,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf.unnf -max-depth=19, done, 580182, 0.0449313,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d16_g8_p_t1.cnf, done, 25886, 0.0258483,2304
cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0149927,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf, err, 8695, 0.258546,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 585416, 0.162415,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf, done, 28770, 0.0529617,966367641600
cnf/soos/18A-4.cnf.gz.no_w.cnf,23686,107219,,/d4/d4 -dDNNF /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf.unnf, done, 7729, 0.014946,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf, err, 8695, 0.265157,,/d4/d4 -dDNNF /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf.unnf -max-depth=19, timeout, 846299, 1800,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/18A-4.cnf.gz.no_w.cnf, err, 358461, 0.626965,
cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139405,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf, err, 8695, 0.317563,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 583954, 0.0399612,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1-UC-50.cnf.gz.no_w.cnf, done, 537341, 0.0247426,16384
cnf/soos/blasted_case23.cnf.gz.no_w.cnf,77,235,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0150385,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf, err, 8695, 0.305297,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 579788, 0.0404496,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case23.cnf.gz.no_w.cnf, done, 537341, 0.0248211,2048
cnf/plazar/Blasted_Real/blasted_case55.cnf,149,442,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf.unnf, done, 7729, 0.0160574,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf, err, 8695, 0.280751,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf.smp -out=/tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf.unnf -max-depth=19, done, 579989, 0.0436086,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case55.cnf, done, 8966, 0.0264216,1048576
cnf/plazar/V15/s27_15_7.cnf,32,103,,/d4/d4 -dDNNF /tmp/cnf/plazar/V15/s27_15_7.cnf.up -out=/tmp/cnf/plazar/V15/s27_15_7.cnf.unnf, done, 7729, 0.0149881,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/V15/s27_15_7.cnf, err, 8695, 0.269672,,/d4/d4 -dDNNF /tmp/cnf/plazar/V15/s27_15_7.cnf.smp -out=/tmp/cnf/plazar/V15/s27_15_7.cnf.unnf -max-depth=19, done, 583856, 0.0393568,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/V15/s27_15_7.cnf, done, 8830, 0.023941,70
cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0149183,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf, err, 8695, 0.26086,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 583737, 0.0413699,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-5-8-UC-40.cnf.gz.no_w.cnf, done, 8830, 0.0240488,4096
cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf,4623417,3438371,,/d4/d4 -dDNNF /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf.up -out=/tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf.unnf, done, 7729, 0.0138713,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf, err, 8695, 0.275859,,/d4/d4 -dDNNF /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf.smp -out=/tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf.unnf -max-depth=19, err, 2565808, 326.824,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs.gz.no_w.cnf, mem, 16001003, 7.31603,
cnf/plazar/Blasted_Real/blasted_case116.cnf,438,1881,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case116.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case116.cnf.unnf, done, 7729, 0.0138751,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case116.cnf, err, 8695, 0.672783,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case116.cnf.smp -out=/tmp/cnf/plazar/Blasted_Real/blasted_case116.cnf.unnf -max-depth=19, done, 585621, 0.317108,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case116.cnf, timeout, 674009, 18000,1042962419883256876169444192465601701889197631311003349160610994083155901410507026544078303920
cnf/lagniez/BayesianNetwork/Ratio_90/90-20-1-q.cnf,1920,3040,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-20-1-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-20-1-q.cnf.unnf, done, 7729, 0.0139367,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-20-1-q.cnf, err, 8695, 0.574249,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-20-1-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-20-1-q.cnf.unnf -max-depth=19, done, 585711, 0.143098,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-20-1-q.cnf, timeout, 538816, 18000,571587061184491932076125785108004114997444504498582016482304421099286970975571564394111157483131969251924989381866739007020827406291804192328408302981862162339006629530986566452616257433315813984359117444484358669900084813055228798135818626601218731557106173795975595417869858982991297232945840663301204939146444239722076087028887847776187021721610500497967745035845232999443704207347752809892808983406899712988529751908484402530848618948914634377736138363442256416187782781208010535705826222171047584402437180668495177891571713075020046532608
cnf/lagniez/Planning/pddlXpSym/ring_3_p_t7.cnf,346,884,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t7.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t7.cnf.unnf, done, 7729, 0.0150341,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t7.cnf, err, 8695, 0.389278,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t7.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t7.cnf.unnf -max-depth=19, done, 587186, 0.802804,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t7.cnf, timeout, 544354, 18000,1020041681605996005556224
cnf/lagniez/Configuration/mercedes/C203_FW.cnf,2030,7234,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf.up -out=/tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf.unnf, done, 7729, 0.0139378,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf, err, 8695, 0.474354,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf.smp -out=/tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf.unnf -max-depth=19, done, 597934, 6.7744,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Configuration/mercedes/C203_FW.cnf, timeout, 555212, 18000,91126537142884559691401528260190233597127394770933282550624151183854623077705309879818367828816598744081354214533311053731747728930855649233634616513047713241056017162193925807118013328363920081838963026095309267581009920
cnf/lagniez/Planning/pddlXpSym/comm_p03_p_t4.cnf,1520,5007,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p03_p_t4.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/comm_p03_p_t4.cnf.unnf, done, 7729, 0.0149821,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p03_p_t4.cnf, err, 8695, 0.287083,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p03_p_t4.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/comm_p03_p_t4.cnf.unnf -max-depth=19, done, 603246, 6.0005,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p03_p_t4.cnf, timeout, 579170, 18000,73802483799064500515087919417298911165955385396313970243531985290104816854018837651343996464565506523257508986880
cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf.unnf, done, 7729, 0.0149479,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf, err, 8695, 0.564411,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf.unnf -max-depth=19, done, 702300, 8.64557,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf, timeout, 727789, 18000,259871421872433890374576209920
cnf/soos/75-15-8-q.cnf.gz.no_w.cnf,1065,1680,,/d4/d4 -dDNNF /tmp/cnf/soos/75-15-8-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-15-8-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139215,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-15-8-q.cnf.gz.no_w.cnf, err, 8695, 0.375417,,/d4/d4 -dDNNF /tmp/cnf/soos/75-15-8-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/75-15-8-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 598183, 4.77356,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-15-8-q.cnf.gz.no_w.cnf, timeout, 570904, 18000,2301179536646895368248546631433028053975511681380877165023921102317716627102787295803594459382065353309192700276862883963896828457267283963855267055644750783154123064913098603190639211864786661223782151910191694717575112050596383009564650109033865823421125102070522207187396647224082432
cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139155,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf, err, 8695, 0.356402,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 714698, 9.3852,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf, timeout, 740171, 18000,473507893277851379548782526464
cnf/plazar/FeatureModels/at91sam7xek.cnf,1319,3963,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf.up -out=/tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf.unnf, done, 7729, 0.0138784,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf, err, 8695, 0.286057,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf.smp -out=/tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf.unnf -max-depth=19, done, 602644, 6.99438,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/at91sam7xek.cnf, timeout, 580255, 18000,407146596739652286888452647184603745274095967138159628497711733914463840595671521344888008687126260980511442560928471829276339003375240481292314937464960472278352232864439666838544915947216873407434984480
cnf/lagniez/Configuration/mercedes/D1119_M23.cnf,1414,1997,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf.up -out=/tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf.unnf, done, 7729, 0.0160077,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf, err, 8695, 0.271546,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf.smp -out=/tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf.unnf -max-depth=19, done, 584540, 0.0382597,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Configuration/mercedes/D1119_M23.cnf, done, 538382, 0.0329503,4799005687808
cnf/plazar/Blasted_Real/blasted_case100.cnf,72,178,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf.unnf, done, 7729, 0.011746,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf, err, 8695, 0.309834,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf.smp -out=/tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf.unnf -max-depth=19, done, 579760, 0.0425793,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case100.cnf, done, 537341, 0.024907,2097152
cnf/plazar/Blasted_Real/blasted_squaring42.cnf,4173,13539,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf.unnf, done, 7729, 0.013941,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf, err, 8695, 0.282858,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf.smp -out=/tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf.unnf -max-depth=19, done, 613666, 23.3205,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring42.cnf, timeout, 572272, 18000,31299953829098980291956256526547962608982788579344725171449529650802035570242958499866851781559150725388818071208480026605748980172529877694728081099848358987324489596772811829812151426205513728788373932374095402933797318895620244063582488780677877758635280180981675065811610930832766731082049436210207043570330710784253731018369106122294047822553281746962351533458823047806719644980096351023028597534541819117577920410212691710984733896587752677000098735211746876208069277655865913115903027065101297373010810340378472650389544866157123550821314992248712851322055806677314087706214895084176750756448
cnf/soos/or-100-10-1.cnf.gz.no_w.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf.unnf, done, 7729, 0.013858,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf, err, 8695, 0.297435,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 946577, 29.2003,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1.cnf.gz.no_w.cnf, timeout, 1196367, 18000,1947368831475137313393261275852358048451890573075283968
