file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,ck_s_command,ck_s_status,ck_s_mem,ck_s_time,ck_umc,d4d_command,d4d_status,d4d_mem,d4d_time,d4d_s_command,d4d_s_status,d4d_s_mem,d4d_s_time,d4d_umc
cnf/soos/or-70-5-8.cnf.gz.no_w.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-5-8.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-5-8.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0149845,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-5-8.cnf.gz.no_w.cnf, err, 8695, 0.302442,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-5-8.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-70-5-8.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 803074, 15.4171,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-5-8.cnf.gz.no_w.cnf, timeout, 854343, 18000,406573639906318317018304676230070272
cnf/lagniez/circuit/alu2_gr_rcs_w8.shuffled.cnf,4080,83902,,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/alu2_gr_rcs_w8.shuffled.cnf.up -out=/tmp/cnf/lagniez/circuit/alu2_gr_rcs_w8.shuffled.cnf.unnf, done, 7729, 0.0149187,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/circuit/alu2_gr_rcs_w8.shuffled.cnf, err, 8695, 0.29236,,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/alu2_gr_rcs_w8.shuffled.cnf.smp -out=/tmp/cnf/lagniez/circuit/alu2_gr_rcs_w8.shuffled.cnf.unnf -max-depth=19, done, 3427807, 980.36,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/circuit/alu2_gr_rcs_w8.shuffled.cnf, timeout, 2382938, 18000,30395716935546152139191769258952526112820751450600877612575608385249060213722372997016579195032545045193897373308594478623372261548140741984479664322344972895820190572976591414583356591610074153880502081207002386082933411291531417533913727097095994099607398201087206083143395451895933271724896042818436847691523006650610810113109770262878596091495585223510417129565368033637283726721497559105759219641201892800564656581255034259030416637873732208210524966095348177696478120210071423923098248847071834095535842891106889482401552621771293675158552368427150381823149029622333217300117741970648291684882932242648137765243406748496229925843988362111372951004458697379373491699014440520862141474665337186826849967820430182093460705471589533279666668114635678657299572670824810227217133232972589012630115616021719018007850128389142659568175007828460804489520618228261672048417618565578640267347333326835735174519079022985946677271234572450856285157421502258554422454463987808786462513133673333850763383209348656782368505652784547267398106685993061761329467447570397140202096991648988280564017994926032246789647709503392797828909095569240666775103585431519922623840902441297559947925615260951024083573275965929392018344382713298944
cnf/lagniez/Planning/pddlXpSym/blocks_right_6_p_t8.cnf,4431,39629,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_6_p_t8.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_6_p_t8.cnf.unnf, done, 7729, 0.0117756,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_6_p_t8.cnf, err, 8695, 0.280424,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_6_p_t8.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_6_p_t8.cnf.unnf -max-depth=19, done, 5896343, 1226.99,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/blocks_right_6_p_t8.cnf, timeout, 3387764, 18000,7738447207581805914273041538616009089934351147508778173217642910986147470482886548328648282160946170725484815106748655243992253528168373072721296667045737155364868915966791778980467226615363729696196096558652231876109812765700604569152506868480069140831519961203197052239148387315008212040950779867382923880922784847170307999986282433091920658651201006174490711702215487084418742972607835464724972165393086487535811049057150170731173953406713566434723719887788936419078817277941296649897990213291679736508742002105848849841415942019101632653333399859117299608708047061693626092391288103917986071014845365838734789413600048260576199109563552192850689102333680287487827578771976805426241343107262671520551569088743224948707656065765401671084485071593974397682788764565579283648748008165850792975832664056807787232130443263850684487799430419508890666175047065486568938043939482279300044616288136582977498645827159725385651240330591456148235678535182672705186229229991692722514740540356208659732340040951327934344447770005123669601724332371648196348709615657596998373620358571526048448512
cnf/soos/or-100-10-1-UC-30.cnf.gz.no_w.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1-UC-30.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-100-10-1-UC-30.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0141871,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1-UC-30.cnf.gz.no_w.cnf, err, 8695, 0.268276,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1-UC-30.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-100-10-1-UC-30.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 584040, 0.0480109,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1-UC-30.cnf.gz.no_w.cnf, done, 537616, 0.0278406,154618822656
cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t7.cnf,1860,3650,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t7.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t7.cnf.unnf, done, 7729, 0.0138777,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t7.cnf, err, 8695, 0.438116,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t7.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t7.cnf.unnf -max-depth=19, done, 586514, 0.0821795,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t7.cnf, done, 540647, 0.051435,6668014432879854274079851790721257797144758322315908160396257811764037237817632071521432200871554290742929910593433240445888801654119365080363356052330830046095157579514014558463078285911814024728965016135886601981690748037476461291163877376
cnf/soos/or-70-10-3-UC-30.cnf.gz.no_w.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-10-3-UC-30.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-10-3-UC-30.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0152415,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-10-3-UC-30.cnf.gz.no_w.cnf, err, 8695, 0.467723,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-10-3-UC-30.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-70-10-3-UC-30.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 584101, 0.0392515,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-10-3-UC-30.cnf.gz.no_w.cnf, done, 537341, 0.0238136,22020096
cnf/lagniez/Planning/pddlXpSym/uts_k1_p_t8.cnf,257,796,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/uts_k1_p_t8.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/uts_k1_p_t8.cnf.unnf, done, 7729, 0.0150383,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/uts_k1_p_t8.cnf, err, 8695, 0.214385,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/uts_k1_p_t8.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/uts_k1_p_t8.cnf.unnf -max-depth=19, done, 585048, 0.188213,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/uts_k1_p_t8.cnf, done, 538693, 0.0393353,3152271114240
cnf/soos/or-60-10-8-UC-20.cnf.gz.no_w.cnf,120,300,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-10-8-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-10-8-UC-20.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0152227,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-10-8-UC-20.cnf.gz.no_w.cnf, err, 8695, 0.231517,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-10-8-UC-20.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-60-10-8-UC-20.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 584806, 0.114042,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-10-8-UC-20.cnf.gz.no_w.cnf, done, 539095, 0.0372459,93952409600
cnf/lagniez/BayesianNetwork/Ratio_50/50-10-5-q.cnf,460,720,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-5-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-5-q.cnf.unnf, done, 7729, 0.0139192,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-5-q.cnf, err, 8695, 0.397154,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-5-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-5-q.cnf.unnf -max-depth=19, done, 587354, 0.597014,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-5-q.cnf, done, 544489, 0.103761,3792380312382208873174546098623816149545597823621966131152167683035274051645688218417691216547663941623349248
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf.unnf, done, 7729, 0.014559,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf, err, 8695, 0.305171,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf.unnf -max-depth=19, done, 595636, 1.35138,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf, done, 564539, 0.722789,9623005589623799808
cnf/lagniez/BayesianNetwork/Ratio_75/75-10-4-q.cnf,460,720,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-10-4-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-10-4-q.cnf.unnf, done, 7729, 0.0133151,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-10-4-q.cnf, err, 8695, 0.192799,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-10-4-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-10-4-q.cnf.unnf -max-depth=19, done, 584294, 0.0595812,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-10-4-q.cnf, done, 537772, 0.032266,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
cnf/plazar/unsorted/80.sk_2_48.cnf,4969,17060,,/d4/d4 -dDNNF /tmp/cnf/plazar/unsorted/80.sk_2_48.cnf.up -out=/tmp/cnf/plazar/unsorted/80.sk_2_48.cnf.unnf, done, 7729, 0.0131371,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/unsorted/80.sk_2_48.cnf, err, 8695, 0.21651,,/d4/d4 -dDNNF /tmp/cnf/plazar/unsorted/80.sk_2_48.cnf.smp -out=/tmp/cnf/plazar/unsorted/80.sk_2_48.cnf.unnf -max-depth=19, done, 590630, 0.185422,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/unsorted/80.sk_2_48.cnf, done, 552316, 0.0737536,1099511627776
cnf/soos/or-100-10-1-UC-20.cnf.gz.no_w.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-100-10-1-UC-20.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0140593,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1-UC-20.cnf.gz.no_w.cnf, err, 8695, 0.221838,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-10-1-UC-20.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-100-10-1-UC-20.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 586203, 0.291113,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-10-1-UC-20.cnf.gz.no_w.cnf, done, 541896, 0.0651395,505088154009600
cnf/soos/leader_sync3_8.pm_4steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf,21756,11077,,/d4/d4 -dDNNF /tmp/cnf/soos/leader_sync3_8.pm_4steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf.up -out=/tmp/cnf/soos/leader_sync3_8.pm_4steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf.unnf, done, 7729, 0.015305,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/leader_sync3_8.pm_4steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf, err, 8695, 0.202373,,/d4/d4 -dDNNF /tmp/cnf/soos/leader_sync3_8.pm_4steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf.smp -out=/tmp/cnf/soos/leader_sync3_8.pm_4steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf.unnf -max-depth=19, done, 593408, 0.142593,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/leader_sync3_8.pm_4steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf, done, 555290, 3.79103,1634566171299141663052128658280193511196396794110524595490233911933828508686423335116484759120501193871334329523039638277904084156796702031845447533573978696409603687192740140511216515035135267756023426204392828513336812779322380012396508962868957993826150183724795008265792584992249210934226597662121017641250705415356181943364230491997416542529529544471039095092009593221613780250951941039909496880114743030377234110998963216363219763908543656792412591759515677298917190529477627310371273500714980295250760156971222153903528125908738502637906154490157013487782105961897711638758279569428249271072326560569185291882092828597676955583878914650466298394434928156980165068261537091488366996284389162299055245551591258914829283071277768849693618662160578764754501234446679045191303228395731386172211738861639572666812916244476085904683571468160963227952699369054171239751648693843983183688385844446162783108376391322801628954703213381320769995912386068676257653512944559586258534264374820453473603991799152158541654668285854034221266296562764731120640624890944830565180268240234317409330815157756158957101696392187012363056861610398089843692269865048846494373870843358172793321411708813150682450374975820612249633976519318934196769528553136483210105313112300566289447305717604244860405802908401740771244544042886472526481403764353022355355454924563819578865765659888949599768338606438113750909378210919039614011741604316600334598917895711665758209283068068909979808669411798201179828162634440007902083061047162655605061809014110086057234187013326308674649759622020515415024478141282992475283099418237386560433452856975583926395965845306752231488861020957403202861219574625945180394162456102314928119905363026442331872364527861112750891035940419534300790491742134757029700672034036068524638350850086736191670348913620423334303527628800662777081776592645315005455666035920235990619707244947727296478342557698491015524590709899263607052495796084448931475147437812996153026595664801029703378973513596750157326172954653863484030589652695668240443347194277985246513979266469168552598676672372596009579544512066896032772475583820137139274191410637448777548723440409451144598881292090288261806503850512796729411209229995245344843761387849404170970965425938312623720628424609964364802626045133730096229380134204987672237772843549325140634115648619274229973807300204517880487043144794538944631543263094520394220771261621195083021977371423511139834777011578442624730015229390443518561605140788738374997819122993184467015913036107184617310521860472323347843018629751713981462599902831553136705895975658649565349638441502941761013417266037032005639991411541884149728835842109869731128366778332437332329215868836021771963534193864445169295762879320160725302059909978484248407253326795721607249422573287847009535255869406830621398941971155637568814740923339116903695402476727629753095292314385711922714119813852158245555632676621066769718558113028250569451988533202669614659011355143758796609911214760845576055120705839047402719667505862184190968440142905506673902583440220117215387684298717204365916795146384681569447035116179695272829526783014998893312299134128621143685419298370391733273307384768367909587004895916140671998651809238073905405031716146480311575828022163239680409964979743884438215915424873184329680206238964638633512859150505038659787759370435656288484886116640467968775206433947659316695304378386323366767190366859217000095157739008882822532483129130394911037407508984129963967495446419071908457054733088158072987537977529235865330766141422334095534704374357131064735826506421802943135648250172379783403628943336475366051373977471114553947537869894152729300363479699864378589067708124569680554188759153671848106909197875158018751998807690991453364238544775952100040205392757576981550011703858610340542782118941892135823593284184658331956593210301549940411647965777532164821388638022308689986365442549887702188693909910981426168277821033493832548851681565470032972588532216957590935484988933507182520333569091561630358583502576630484202079816100879679405667946276217922346772969488147920740160609465235826962766432655198185803281810271433023875617948562670775379712178448058773346343558411125163268989714787789708646793974853581377662024699365726324996112009531636661934511787778060737222957191232785122220076128739871267120340360432583650121390409112014308627823701175033784923443418234245294873075888667493105281085495202754005189347887803153299035018107368835523954907263187791703829794305241231312975797086719228401470511134421245258613849041982633782003100389673372882155918851683744973642888585611819058195266051390418724982419584252710202378877960933616467512318729508489383294264722072076029805936334337765378299775183668857755047023565465981268863478298194672275367202579243391746370216912596640433318423676312616115495835798331497045577227154025578213971131424147630988596296206083666415131609583453591934974828368556270983100197842442104434281393570284712854189995082266784261096944644661529338710089152815712007293992252654846199265544370097121811454861354040378318923719163532274786543336623976122431498865072921966488758143992445571843732509651218025974985874205606653560254990172059915968211352481796211708937563002009324229554907394398450295061585942911243704558982844098525253417544965047657325954285817377367419060426826456647266513802388194822915503380833454332890856857654030510063871754347115896987359666109922525321347759693714111178292227434313624533518153323545290976005078105321220873699603585119373863636378132042865839774809996606371629812888419165539268322255626447554067404509528870707354408673701358553640340499447601814166130720622224230257511812545560228213271820947447735803398088770998441952975672456342410544606569176777920452884291943646088513793858605306875913484518124506492165744255055428510517432218392181902881479038997893191990774036501409629884324306747513743424620826282191330737872700342826712360682966240144728341708218534095175763092954693562724805862500410144695948339585889078683730919728941462576666432390576250560731561981447782790125427650921391806479883636310016
cnf/soos/or-50-5-8-UC-20.cnf.gz.no_w.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-8-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-5-8-UC-20.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0129401,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-5-8-UC-20.cnf.gz.no_w.cnf, err, 8695, 0.244081,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-8-UC-20.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-50-5-8-UC-20.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 584601, 0.0787031,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-5-8-UC-20.cnf.gz.no_w.cnf, done, 538451, 0.0346843,1375731712
cnf/soos/hash-12-7.cnf.gz.no_w.cnf,571769,2313650,,/d4/d4 -dDNNF /tmp/cnf/soos/hash-12-7.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/hash-12-7.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139116,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/hash-12-7.cnf.gz.no_w.cnf, err, 8695, 0.254922,,/d4/d4 -dDNNF /tmp/cnf/soos/hash-12-7.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/hash-12-7.cnf.gz.no_w.cnf.unnf -max-depth=19, timeout, 394137, 1800,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/hash-12-7.cnf.gz.no_w.cnf, mem, 16002883, 6.11511,
cnf/soos/or-60-20-7-UC-20.cnf.gz.no_w.cnf,120,300,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-7-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-20-7-UC-20.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139014,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-7-UC-20.cnf.gz.no_w.cnf, err, 8695, 0.181971,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-7-UC-20.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-60-20-7-UC-20.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 636596, 4.90984,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-7-UC-20.cnf.gz.no_w.cnf, done, 644456, 17843.1,2603989285767826814976
cnf/soos/s641_15_7.cnf.gz.no_w.cnf,576,1399,,/d4/d4 -dDNNF /tmp/cnf/soos/s641_15_7.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/s641_15_7.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139441,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/s641_15_7.cnf.gz.no_w.cnf, err, 8695, 0.220501,,/d4/d4 -dDNNF /tmp/cnf/soos/s641_15_7.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/s641_15_7.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 587976, 1.36352,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/s641_15_7.cnf.gz.no_w.cnf, timeout, 547213, 18000,228374381197282087095601177327274091299280519168
cnf/sundermann/systems_software/se77x9/Knüppel2017.cnf,1333,2664,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/se77x9/Knüppel2017.cnf.up -out=/tmp/cnf/sundermann/systems_software/se77x9/Knüppel2017.cnf.unnf, done, 7729, 0.0138956,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/se77x9/Knüppel2017.cnf, err, 8695, 0.210859,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/se77x9/Knüppel2017.cnf.smp -out=/tmp/cnf/sundermann/systems_software/se77x9/Knüppel2017.cnf.unnf -max-depth=19, done, 590536, 2.44202,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/se77x9/Knüppel2017.cnf, timeout, 555143, 18000,12583779676202394255283920804847110270845452550963364332796374994921145176594634228081521315340243990129285872399441762934123522479724225947612930840962283598205258931127943074952296218120
cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf,313,1240,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf.up -out=/tmp/cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf.unnf, done, 7729, 0.0138584,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf, err, 8695, 0.202969,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf.smp -out=/tmp/cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf.unnf -max-depth=19, done, 584376, 0.0471148,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf, timeout, 537616, 18000,20838965504800513139795766108961128700824256512000
cnf/sundermann/systems_software/brutus/Knüppel2017.cnf,1234,2482,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/brutus/Knüppel2017.cnf.up -out=/tmp/cnf/sundermann/systems_software/brutus/Knüppel2017.cnf.unnf, done, 7729, 0.0149297,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/brutus/Knüppel2017.cnf, err, 8695, 0.235952,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/brutus/Knüppel2017.cnf.smp -out=/tmp/cnf/sundermann/systems_software/brutus/Knüppel2017.cnf.unnf -max-depth=19, done, 591253, 3.11195,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/brutus/Knüppel2017.cnf, timeout, 557510, 18000,4069272196805359405906470016503075836281671801549880342473826391355502822032142439941106500990618122082614012410145144352556308028717634183692953788359071911084761862352813800
cnf/soos/or-70-5-9-UC-20.cnf.gz.no_w.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-5-9-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-5-9-UC-20.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0128392,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-5-9-UC-20.cnf.gz.no_w.cnf, err, 8695, 0.218883,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-5-9-UC-20.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-70-5-9-UC-20.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 584011, 0.0451319,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-5-9-UC-20.cnf.gz.no_w.cnf, done, 537485, 0.0269154,2684354560
cnf/soos/90-15-10-q.cnf.gz.no_w.cnf,1065,1680,,/d4/d4 -dDNNF /tmp/cnf/soos/90-15-10-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/90-15-10-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0153146,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/90-15-10-q.cnf.gz.no_w.cnf, err, 8695, 0.209497,,/d4/d4 -dDNNF /tmp/cnf/soos/90-15-10-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/90-15-10-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 584851, 0.0716311,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/90-15-10-q.cnf.gz.no_w.cnf, timeout, 538157, 18000,38932151078948035796123936024456981468515212879016116497735032128257340979584483493290446995403828181706255816842424722728995733673556725969337319726813413330074420729135944538950650661062754347726182669486192924628319494220131819873830360146907969957272748032
cnf/soos/or-60-10-6-UC-10.cnf.gz.no_w.cnf,120,300,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-10-6-UC-10.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-10-6-UC-10.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0132862,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-10-6-UC-10.cnf.gz.no_w.cnf, err, 8695, 0.198196,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-10-6-UC-10.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-60-10-6-UC-10.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 665550, 5.76127,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-10-6-UC-10.cnf.gz.no_w.cnf, timeout, 676954, 18000,12155604014904306240765952
cnf/plazar/FeatureModels/flexanet.cnf,1265,3883,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/flexanet.cnf.up -out=/tmp/cnf/plazar/FeatureModels/flexanet.cnf.unnf, done, 7729, 0.0139664,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/flexanet.cnf, err, 8695, 0.226027,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/flexanet.cnf.smp -out=/tmp/cnf/plazar/FeatureModels/flexanet.cnf.unnf -max-depth=19, done, 602267, 5.66091,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/flexanet.cnf, timeout, 570990, 18000,9451775555647636970352101292951284705621720379285162349074898975753423772201218925043272241485901551650045521777363705642399915498561462120554304381868207616171742851182961851769345867410321558185447893278654380494379388808087995920
