file,r1_command,r1_status,r1_mem,r1_time,r1_amc,r2_command,r2_status,r2_mem,r2_time,r2_amc,r3_command,r3_status,r3_mem,r3_time,r3_amc,r4_command,r4_status,r4_mem,r4_time,r4_amc
cnf/plazar/Blasted_Real/blasted_case58.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 16672 /tmp/cnf/plazar/Blasted_Real/blasted_case58.cnf,done,14991,0.0800129,35328,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 16196 /tmp/cnf/plazar/Blasted_Real/blasted_case58.cnf,done,14991,0.078598,35328,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 26153 /tmp/cnf/plazar/Blasted_Real/blasted_case58.cnf,done,14991,0.0779224,35328,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 3423 /tmp/cnf/plazar/Blasted_Real/blasted_case58.cnf,done,14991,0.0790134,35328
cnf/plazar/V3/s27_new_3_2.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 6773 /tmp/cnf/plazar/V3/s27_new_3_2.cnf,done,14991,0.00223286,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 2307 /tmp/cnf/plazar/V3/s27_new_3_2.cnf,done,14991,0.00115793,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 6151 /tmp/cnf/plazar/V3/s27_new_3_2.cnf,done,14991,0.0022172,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 31546 /tmp/cnf/plazar/V3/s27_new_3_2.cnf,done,14991,0.00116599,
cnf/soos/or-60-5-3.cnf.gz.no_w.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 6468 /tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf,done,14991,0.271971,1152921504606846976,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 659 /tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf,done,14991,0.27212,1152921504606846976,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 23025 /tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf,done,14991,0.267792,1152921504606846976,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 14629 /tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf,done,14991,0.27049,1152921504606846976
cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 19623 /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf,done,37814,2.32541,2321020599381952369750150746045711984086123769038300497222439905459565950601546625766858775747447194793279488,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 19227 /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf,done,37908,2.3169,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 25167 /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf,done,37752,2.32085,2302672610454031797657264178883295288559751249124954248232539194744470567592838747302298627322566189300842496,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 25280 /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf,done,37789,2.28193,2265976632598190653471491044558461897507006209298261750252737773314279801575422990373178330472804178315968512
cnf/soos/blasted_case38.cnf.gz.no_w.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 14817 /tmp/cnf/soos/blasted_case38.cnf.gz.no_w.cnf,done,14991,0.06576,4096,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 32613 /tmp/cnf/soos/blasted_case38.cnf.gz.no_w.cnf,done,14991,0.0691479,4096,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 2347 /tmp/cnf/soos/blasted_case38.cnf.gz.no_w.cnf,done,14991,0.0704458,4096,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 6607 /tmp/cnf/soos/blasted_case38.cnf.gz.no_w.cnf,done,14991,0.0693655,4096
cnf/plazar/Blasted_Real/blasted_case105.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 9518 /tmp/cnf/plazar/Blasted_Real/blasted_case105.cnf,done,14991,0.244961,2199023255552,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 6886 /tmp/cnf/plazar/Blasted_Real/blasted_case105.cnf,done,14991,0.244267,2199023255552,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 18084 /tmp/cnf/plazar/Blasted_Real/blasted_case105.cnf,done,14991,0.245098,2199023255552,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 29418 /tmp/cnf/plazar/Blasted_Real/blasted_case105.cnf,done,14991,0.246407,2199023255552
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 8942 /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf,done,17604,0.390313,108930815987023872,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 23104 /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf,done,17600,0.387646,113997365567815680,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 8827 /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf,done,17600,0.392635,110901140823998464,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 25325 /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf,done,17600,0.428442,106679016173338624
cnf/soos/or-50-10-4-UC-30.cnf.gz.no_w.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 20831 /tmp/cnf/soos/or-50-10-4-UC-30.cnf.gz.no_w.cnf,done,14991,0.0993034,51380224,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 4871 /tmp/cnf/soos/or-50-10-4-UC-30.cnf.gz.no_w.cnf,done,14991,0.103015,51380224,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 32211 /tmp/cnf/soos/or-50-10-4-UC-30.cnf.gz.no_w.cnf,done,14991,0.104964,51380224,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 30246 /tmp/cnf/soos/or-50-10-4-UC-30.cnf.gz.no_w.cnf,done,14991,0.0979264,51380224
cnf/sundermann/systems_software/cma230/Knüppel2017.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 25384 /tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf,timeout err,268574,18000,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 579 /tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf,timeout err,255954,18000,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 19795 /tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf,timeout,250589,18000,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 201 /tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf,timeout err,269848,18000,
cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 25616 /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf,done,88465,2.57259,3840474719558924143666750026277252430179451646190233773051560740101887309090875354303424086592749901993526061964119864708443103134245091435040429342317136969141982645415615236714140507680582695855498988861844648529939637582439962348383754586034775760535905309752867488912051483725976011391211705539999543719923943604862599930992537067535250750725731750691996063524993072186560870271095779924911793135234411679321576778083484258176650498628189666183127659727749542201266996846167494621365663996247510065944390914583555501374477719702151088475863307110075063311562871623227209760299549968375844618720534932759177508694502756112507562029272101675278392914366988742092128347823815781838945552218400344631725760966490537466431718764587930483559642083177025293892213100509372315644891077623796712738747234879541822725045650859393621165706747811225772756073445010395675513519000462685525208833437971957919154765185260415518457661261988907063705299002602755518318292737764486148582633609504540703789570164902526956274348349268262413806912304270814453170176,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 19856 /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf,done,88465,2.58815,3840474719558924143666750026277252430179451646190233773051560740101887309090875354303424086592749901993526061964119864708443103134245091435040429342317136969141982645415615236714140507680582695855498988861844648529939637582439962348383754586034775760535905309752867488912051483725976011391211705539999543719923943604862599930992537067535250750725731750691996063524993072186560870271095779924911793135234411679321576778083484258176650498628189666183127659727749542201266996846167494621365663996247510065944390914583555501374477719702151088475863307110075063311562871623227209760299549968375844618720534932759177508694502756112507562029272101675278392914366988742092128347823815781838945552218400344631725760966490537466431718764587930483559642083177025293892213100509372315644891077623796712738747234879541822725045650859393621165706747811225772756073445010395675513519000462685525208833437971957919154765185260415518457661261988907063705299002602755518318292737764486148582633609504540703789570164902526956274348349268262413806912304270814453170176,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 29300 /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf,done,88465,2.57863,3855476573932201191102948268567397947484840129183164373727543399242910306392011586156171836931002831298188273143667207929960459005863236323458556019435563285427693515124269983732555119038709972011184531787086229188259714291746368451307128627386474103350498689869089627540614184834280605185708626264765166937579896509569094461972976665455310323970754140343136673148137576374789623670592247815243479827168921099943926687372872868560153039638456032066655502148561063850490696052597836397230373621232851902139486191593647515051721773294737616165222148153473794027623664090505441048425720085439812761762412022340268045837840657503572044693448945822447449136688734791865925724182502562236753933281753470977943439720265891128409967666012102087011046935064435548946479557933237051252878933395764668647882966265790032970065360433063127498385289794863373430901856904967533620993684058242890541680443589035879776463486765339016576636501293551231922897826831672532061723568771378672600534522041667815913748173359177452197295022507591563860845555459372322127872,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 6161 /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf,done,88465,2.55175,3840474719558924143666750026277252430179451646190233773051560740101887309090875354303424086592749901993526061964119864708443103134245091435040429342317136969141982645415615236714140507680582695855498988861844648529939637582439962348383754586034775760535905309752867488912051483725976011391211705539999543719923943604862599930992537067535250750725731750691996063524993072186560870271095779924911793135234411679321576778083484258176650498628189666183127659727749542201266996846167494621365663996247510065944390914583555501374477719702151088475863307110075063311562871623227209760299549968375844618720534932759177508694502756112507562029272101675278392914366988742092128347823815781838945552218400344631725760966490537466431718764587930483559642083177025293892213100509372315644891077623796712738747234879541822725045650859393621165706747811225772756073445010395675513519000462685525208833437971957919154765185260415518457661261988907063705299002602755518318292737764486148582633609504540703789570164902526956274348349268262413806912304270814453170176
cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-40.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 17266 /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-40.cnf,done,14991,0.191354,113279762432,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 26619 /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-40.cnf,done,14991,0.197194,112474456064,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 29268 /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-40.cnf,done,14991,0.186076,115964116992,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 24579 /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-40.cnf,done,14991,0.193501,113279762432
cnf/soos/or-70-20-1-UC-40.cnf.gz.no_w.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 8411 /tmp/cnf/soos/or-70-20-1-UC-40.cnf.gz.no_w.cnf,done,14991,0.208974,252329328640,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 28276 /tmp/cnf/soos/or-70-20-1-UC-40.cnf.gz.no_w.cnf,done,14991,0.200508,254476812288,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 16793 /tmp/cnf/soos/or-70-20-1-UC-40.cnf.gz.no_w.cnf,done,14991,0.203465,255550554112,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 28103 /tmp/cnf/soos/or-70-20-1-UC-40.cnf.gz.no_w.cnf,done,14991,0.205504,250181844992
cnf/soos/04B-4.cnf.gz.no_w.cnf,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 28985 /tmp/cnf/soos/04B-4.cnf.gz.no_w.cnf,timeout err,254246,18000,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 3423 /tmp/cnf/soos/04B-4.cnf.gz.no_w.cnf,timeout err,254496,18000,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 29991 /tmp/cnf/soos/04B-4.cnf.gz.no_w.cnf,timeout err,255283,18000,,/home/users/ozeyen/approxmc -d 0.1 -e 0.2 -s 23535 /tmp/cnf/soos/04B-4.cnf.gz.no_w.cnf,timeout err,250961,18000,
