file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,empty,mc,ck_amc_command,ck_amc_status,ck_amc_mem,ck_amc_time,ck_amc_n,ck_amc_nsuccess,ck_amc_y,ck_amc_yl,ck_amc_yh
cnf/sundermann/systems_software/cme555/Berger2013.cnf,1266,3167,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/sundermann/systems_software/cme555/Berger2013.cnf, done, 8744, 23.945,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/cme555/Berger2013.cnf.up -out=/tmp/cnf/sundermann/systems_software/cme555/Berger2013.cnf.unnf, done, 619032, 10.734,,13243342091091349013740456510305446812601566693292052188340222569008436541387491653746527129270479550058061198134769253084025450127280,/capkc/build/appmc --cnf /tmp/cnf/sundermann/systems_software/cme555/Berger2013.cnf --nb 10000 --alpha 0.01, done, 612380, 1.05883,10000, 10000, 1.32433e+133, 1.32346e+133, 1.32433e+133
cnf/soos/90-30-4-q.cnf.gz.no_w.cnf,4380,6960,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/90-30-4-q.cnf.gz.no_w.cnf, done, 9420, 26.6981,/d4/d4 -dDNNF /tmp/cnf/soos/90-30-4-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/90-30-4-q.cnf.gz.no_w.cnf.unnf, done, 594165, 4.72281,,2880356039669193107750062519707939322634588734642675329788670555076415481818156515727568064944562426495144546473089898531332327350683818576280322006737852726856486984061711427535605380760437021891624241646383486397454728186829971761287815939526081820401928982314650616684038612794482008543408779154999657789942957703646949948244402800651438063044298813018997047643744804139920652703321834943683844851425808759491182583562613193632487873971142249637345744795812156650950247634625620966024247997185632549458293185937666626030858289776613316356897480332556297483672153717420407320224662476281883464040401199569383131520877067084380671521954076256458794685775241556569096260867861836379209164163800258473794320724867903099823789073440947862669731562382768970419159825382029236733668308217847534554060426159656367043784238144545215874280060858419329567055083757796756635139250347014143906625078478968439366073888945311638843245946491680297778974251952066638738719553323364611436975207128405527842177623676895217205761261951196810355184228203110839877632,/capkc/build/appmc --cnf /tmp/cnf/soos/90-30-4-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 570380, 1.6923,10000, 10000, 2.88036e+1047, 2.87845e+1047, 2.88036e+1047
cnf/soos/111.sk_2_36.cnf.gz.no_w.cnf,2348,5479,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/111.sk_2_36.cnf.gz.no_w.cnf, done, 9457, 2.35077,/d4/d4 -dDNNF /tmp/cnf/soos/111.sk_2_36.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/111.sk_2_36.cnf.gz.no_w.cnf.unnf, done, 586190, 0.0510845,,536870912,/capkc/build/appmc --cnf /tmp/cnf/soos/111.sk_2_36.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 553869, 0.0947463,10000, 10000, 5.36871e+08, 5.36515e+08, 5.36871e+08
cnf/soos/blasted_case17.cnf.gz.no_w.cnf,77,235,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/blasted_case17.cnf.gz.no_w.cnf, done, 8032, 0.201909,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case17.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case17.cnf.gz.no_w.cnf.unnf, done, 579784, 0.039313,,2048,/capkc/build/appmc --cnf /tmp/cnf/soos/blasted_case17.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 549560, 0.061053,10000, 10000, 2048, 2046.64, 2048
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-30.cnf,200,500,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-30.cnf, done, 8032, 0.396897,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-30.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-30.cnf.unnf, done, 584544, 0.0839436,,130197638610944,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-30.cnf --nb 10000 --alpha 0.01, done, 719826, 0.0801746,10000, 10000, 1.30198e+14, 1.30111e+14, 1.30198e+14
cnf/lagniez/Configuration/mercedes/C230_FR.cnf,1808,4767,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/lagniez/Configuration/mercedes/C230_FR.cnf, done, 9338, 10.7587,/d4/d4 -dDNNF /tmp/cnf/lagniez/Configuration/mercedes/C230_FR.cnf.up -out=/tmp/cnf/lagniez/Configuration/mercedes/C230_FR.cnf.unnf, done, 595947, 2.90691,,3260832604367732895211617383190998941215121285134459272745077800497933182264564635334744947464083370477203064883688221437132026603896832,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Configuration/mercedes/C230_FR.cnf --nb 10000 --alpha 0.01, done, 777797, 0.462535,10000, 10000, 3.26083e+135, 3.25867e+135, 3.26083e+135
cnf/soos/90-12-3-q.cnf.gz.no_w.cnf,672,1056,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/90-12-3-q.cnf.gz.no_w.cnf, done, 8187, 0.348127,/d4/d4 -dDNNF /tmp/cnf/soos/90-12-3-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/90-12-3-q.cnf.gz.no_w.cnf.unnf, done, 584454, 0.0745876,,1702469819712391209315511398172185517882819954435539741529826937878014709482618700926394790884040729634369485225087252793206253023929727665518359016196534173696,/capkc/build/appmc --cnf /tmp/cnf/soos/90-12-3-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 550100, 0.131885,10000, 10000, 1.70247e+159, 1.70134e+159, 1.70247e+159
cnf/plazar/V3/s1196a_3_2.cnf,690,1805,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/plazar/V3/s1196a_3_2.cnf, done, 8462, 66.6718,/d4/d4 -dDNNF /tmp/cnf/plazar/V3/s1196a_3_2.cnf.up -out=/tmp/cnf/plazar/V3/s1196a_3_2.cnf.unnf, done, 585895, 0.532311,,1239416832,/capkc/build/appmc --cnf /tmp/cnf/plazar/V3/s1196a_3_2.cnf --nb 10000 --alpha 0.01, done, 553021, 0.116777,10000, 8371, 1.03752e+09, 1.02545e+09, 1.04903e+09
cnf/lagniez/circuit/iscas/iscas93/s3271.bench.cnf,1714,4269,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/lagniez/circuit/iscas/iscas93/s3271.bench.cnf, done, 9179, 70.9279,/d4/d4 -dDNNF /tmp/cnf/lagniez/circuit/iscas/iscas93/s3271.bench.cnf.up -out=/tmp/cnf/lagniez/circuit/iscas/iscas93/s3271.bench.cnf.unnf, done, 589025, 2.02777,,5575186299632655785383929568162090376495104,/capkc/build/appmc --cnf /tmp/cnf/lagniez/circuit/iscas/iscas93/s3271.bench.cnf --nb 10000 --alpha 0.01, done, 760995, 0.298806,10000, 10000, 5.57519e+42, 5.57149e+42, 5.57519e+42
cnf/soos/75-12-8-q.cnf.gz.no_w.cnf,672,1056,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/75-12-8-q.cnf.gz.no_w.cnf, done, 8187, 2.25758,/d4/d4 -dDNNF /tmp/cnf/soos/75-12-8-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-12-8-q.cnf.gz.no_w.cnf.unnf, done, 586620, 0.69991,,1710353610775197456410060924871130555405777821538048068835928392006923106732301946548754292971362868849851223957700906591108260307023152248646862001812111622144,/capkc/build/appmc --cnf /tmp/cnf/soos/75-12-8-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 554749, 0.205895,10000, 10000, 1.71035e+159, 1.70922e+159, 1.71035e+159
cnf/lagniez/Planning/pddlXpSym/safe_safe_30_p_t1.cnf,122,618,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/safe_safe_30_p_t1.cnf, done, 8036, 0.207007,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/safe_safe_30_p_t1.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/safe_safe_30_p_t1.cnf.unnf, done, 584257, 0.041517,,64424509440,/capkc/build/appmc --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/safe_safe_30_p_t1.cnf --nb 10000 --alpha 0.01, done, 549695, 0.0633903,10000, 10000, 6.44245e+10, 6.43818e+10, 6.44245e+10
cnf/plazar/Blasted_Real/blasted_TR_device_1_linear.cnf,1249,3927,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_TR_device_1_linear.cnf, done, 8900, 77.823,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_TR_device_1_linear.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_TR_device_1_linear.cnf.unnf, done, 623595, 10.6514,,4951760157141521099596496896,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_TR_device_1_linear.cnf --nb 10000 --alpha 0.01, done, 622272, 1.12941,10000, 10000, 4.95176e+27, 4.94848e+27, 4.95176e+27
cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-4-UC-40.cnf,100,250,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-4-UC-40.cnf, done, 8032, 0.203579,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-4-UC-40.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-4-UC-40.cnf.unnf, done, 583954, 0.0447103,,1361536,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-4-UC-40.cnf --nb 10000 --alpha 0.01, done, 549695, 0.0658871,10000, 10000, 1.36154e+06, 1.36063e+06, 1.36154e+06
cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-10.cnf,140,350,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-10.cnf, done, 8032, 27.9374,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-10.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-10.cnf.unnf, done, 708743, 12.9831,,29554872554618880,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-10.cnf --nb 10000 --alpha 0.01, done, 804536, 3.10537,10000, 10000, 2.95549e+16, 2.95353e+16, 2.95549e+16
cnf/soos/or-50-5-7-UC-40.cnf.gz.no_w.cnf,100,250,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/or-50-5-7-UC-40.cnf.gz.no_w.cnf, done, 8032, 0.224812,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-5-7-UC-40.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-5-7-UC-40.cnf.gz.no_w.cnf.unnf, done, 583933, 0.0394177,,40704,/capkc/build/appmc --cnf /tmp/cnf/soos/or-50-5-7-UC-40.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 549560, 0.0622955,10000, 10000, 40704, 40677, 40704
cnf/soos/50-10-8-q.cnf.gz.no_w.cnf,460,720,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/50-10-8-q.cnf.gz.no_w.cnf, done, 8171, 4.0618,/d4/d4 -dDNNF /tmp/cnf/soos/50-10-8-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/50-10-8-q.cnf.gz.no_w.cnf.unnf, done, 590999, 1.23193,,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976,/capkc/build/appmc --cnf /tmp/cnf/soos/50-10-8-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, done, 564826, 0.301544,10000, 10000, 2.34854e+108, 2.34699e+108, 2.34854e+108
cnf/lagniez/BayesianNetwork/Ratio_50/50-16-7-q.cnf,1216,1920,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-16-7-q.cnf, done, 8691, 188.335,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-16-7-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-16-7-q.cnf.unnf, done, 858611, 55.0484,,82329583348017545941652409047568134452003299820993369862298242454142644048080084383952370833068394044214560221878308068722248384870741031455264009621082739893249650363877884396761198692321794780462915218007356731776264547805517957808870677091767663960811684490531950219835462796334277328896,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-16-7-q.cnf --nb 10000 --alpha 0.01, done, 1045458, 6.75031,10000, 1174, 9.66549e+288, 9.00365e+288, 1.03691e+289
cnf/soos/75-25-5-q.cnf.gz.no_w.cnf,3025,4800,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/75-25-5-q.cnf.gz.no_w.cnf, done, 9142, 244.36,/d4/d4 -dDNNF /tmp/cnf/soos/75-25-5-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-25-5-q.cnf.gz.no_w.cnf.unnf, done, 738148, 48.3599,,627651897392196734240085137148654586552898746660736029223861942548998085447810670460854175334805083926921856826277346489266309949700490520122989661237290420551367586324715271511503767628331357587428703227381156661741738658580722123963683895057679402628242738183172356435492523827659615566022052154102726554945963032592855997035192792977093550966570332649389761400787027182446602054648143444087838010717467645309227110722274862247319933948781723757931821771146220648421866448929364951057122942370457904724225779187858389435322427902533810511769192699439617690797214710881363833509429838231599666993629077461900906323093705023599612776201916493920855663394645150156224735113274376263126310344694791714677090489637873894745711269669033213952000,/capkc/build/appmc --cnf /tmp/cnf/soos/75-25-5-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 816791, 4.7696,10000, 0, 0, 1.2672e+664, 4.16164e+737
cnf/soos/50-16-9-q.cnf.gz.no_w.cnf,1216,1920,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/50-16-9-q.cnf.gz.no_w.cnf, done, 8712, 228.922,/d4/d4 -dDNNF /tmp/cnf/soos/50-16-9-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/50-16-9-q.cnf.gz.no_w.cnf.unnf, done, 934420, 64.1595,,22804204418129832451129803476607417097356767820279821908293817897053151402323902652898451419239380155622907035270912649812695188091387125604111106512370148257370126010296770933882767805798927384659884521277629878304623581323857744467217547381258999807187728398309414141638334271613245054779392000,/capkc/build/appmc --cnf /tmp/cnf/soos/50-16-9-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 1176375, 9.09285,10000, 0, 0, 4.60406e+218, 1.51203e+292
cnf/plazar/Blasted_Real/blasted_case_2_b14_even.cnf,1304,4057,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case_2_b14_even.cnf, done, 9052, 244.329,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case_2_b14_even.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case_2_b14_even.cnf.unnf, done, 873467, 69.3741,,10283824613155708026619536560561771975547076993077151665452469838939198866170314752,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case_2_b14_even.cnf --nb 10000 --alpha 0.01, err, 1113149, 7.46156,10000, 0, 0, 207626, 6.81869e+78
cnf/lagniez/BayesianNetwork/Ratio_75/75-20-3-q.cnf,1920,3040,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-3-q.cnf, done, 8753, 191.756,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-3-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-3-q.cnf.unnf, done, 758329, 63.3161,,55167673345665723920748518509559191427126157713600668747551155984464814565852429214532890871597581092760820761433899035366724021426276206778784476956728545794415588517340665239809770460152011863941472087189967805273376751508436564089844981127155486259410453216757980597598419691809480935938892302729473961724143274899786192544271057393556788255628500088140128945500769427718657635074960261647187237142803335120990857666915230084057082925443259892051805732864,/capkc/build/appmc --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-3-q.cnf --nb 10000 --alpha 0.01, done, 865914, 4.88008,10000, 6617, 3.65044e+457, 3.58264e+457, 3.71707e+457
cnf/soos/04A-3.cnf.gz.no_w.cnf,5541,21892,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/04A-3.cnf.gz.no_w.cnf, done, 14028, 251.308,/d4/d4 -dDNNF /tmp/cnf/soos/04A-3.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/04A-3.cnf.gz.no_w.cnf.unnf, done, 753967, 65.942,,2101473383638488709250285471997225194203197275290232517672091388830883694275773488780595898386638299527241436896897504095552597902271968919210402565486178232928132867522857385180382568749308259423027762841676369518543223372746132353940026392251588200536899208263849793015942019061849939224027708625938672861169725494297120893824179699527189050127645432143381514918791870139455004171866236579909488962893003823926816265095666684045558251627728072644247408054317593016919298997928038199253935172065893116467926283023305001137825314454597056156104201249644342584578107401877169521323845000291944368605298726742554748044996209548230702039175855915140908257779282187485760716537919268398576281813895297565134240303333302908664142300568908662918990639959549056380564490176581224651517376892142931093272707991343497927534557577240096901769663471881160903105353251531865344471184546201600000000000,/capkc/build/appmc --cnf /tmp/cnf/soos/04A-3.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 1350815, 6.13404,10000, 0, 0, 4.24278e+811, 1.39338e+885
cnf/soos/75-24-8-q.cnf.gz.no_w.cnf,2784,4416,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/75-24-8-q.cnf.gz.no_w.cnf, done, 9060, 208.122,/d4/d4 -dDNNF /tmp/cnf/soos/75-24-8-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-24-8-q.cnf.gz.no_w.cnf.unnf, done, 748081, 50.724,,374558781032639400089092461561164472462857729952425273910397712325287616314440518019161680750831903482319207260667085649750658960781986114394007928928298582624663727828432686575002804229310541463580973494148927320581180121927074059779187047103217010758265331364494457595004884280859174323998015679071187483842082445784362723603444699167804297633558876630031275734851439334319543520391238330257405760332499470148459461314270168524328542054602271667011446986046446519516956403288639693090800260975328183089539817495228661092693331597650745157887038146857178879896412774029183545062660791937990795268818141192321932641499540172920803572686319156639347611995471799635169771520,/capkc/build/appmc --cnf /tmp/cnf/soos/75-24-8-q.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 843816, 5.12159,10000, 0, 0, 7.56217e+594, 2.48351e+668
cnf/plazar/Blasted_Real/blasted_TR_b12_even2_linear.cnf,8633,28088,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_even2_linear.cnf, done, 15204, 305.973,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_even2_linear.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_even2_linear.cnf.unnf, done, 884191, 32.2934,,15477326914022427855242683954351615191379883845644566894832658857812593391577515315494113258965106136950298233470900955067813830044902020574547737195562414242839844216559330227340493367932308031927976944986366097783005864513827508235886275848149695880515998577075903325423977077935325304986288489775774505000398169781973766555477286444459079731186245085793296994958037547686440798260901961969691856609349623861098765595060306426974280092077054241965246539561958569435853704273500739826354381321113786753711917309207475219160441156432278651674543107424673434249016658654241028442509297565399165232193729852991494250152745113171332144761746955156303044674702462768391368786519909100269182611407341356693601574927228601801152018575746761682929861705230285267964865408919655698430922555276928531895615732954010052381910816601076847089896973140209837678967113840475017254529191419527396735350098424957487113485013845701820539649161564540150978887356042668991167904109362219404595867279034623835077853843983318905544343492244201693172015524347178635361242116372163517447184427563706935187830489969931203360162582274263916478722490989899471303613836817883575448535523083999172613322600394366774607321122204746955405538142532235442574956625816382668013530969832585897224643886786432852315682128139294668754828141928175535640153349783002942097531096542313336736994582821952499669322187343034777977205985722746413337359178709777939122296643211245854778971497076002192146595664874592811242939896323297857926438028732972355669272686305947191555825396790616146697899836358039593417564085390271383204769274038297455036518842373636831055068610851352060341171187665620143607266910075335737517183591655440263846733962011889710856861784110944314935601048681077331317378620749439955935172963624610716575943305303969994281839524541647556430922400260981937755980567698721120094300090328088629816667870761459352328931814632946805482932012279641065475617770002301190739638411874450540465692424710405623643594506432072085359285184330905154516883676080202970572779269296057103021160826230470435744621049373378025521907750193115416887199379449341542400000000000,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_TR_b12_even2_linear.cnf --nb 10000 --alpha 0.01, err, 1236422, 13.3625,10000, 0, 0, 3.1248e+2057, 1.02622e+2131
cnf/plazar/Blasted_Real/blasted_squaring26.cnf,894,3187,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring26.cnf, done, 8966, 225.7,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_squaring26.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_squaring26.cnf.unnf, done, 889778, 69.3633,,19547066697109674111005770751991954848156106875608449858976885579864644432044827270932739478830996097335296,/capkc/build/appmc --cnf /tmp/cnf/plazar/Blasted_Real/blasted_squaring26.cnf --nb 10000 --alpha 0.01, err, 1156251, 7.85433,10000, 0, 0, 3.94646e+29, 1.29607e+103
cnf/soos/sort.sk_8_52.cnf.gz.no_w.cnf,12125,49611,/capkill/build/main --mem 2000 --time 60 --ordering ascending --n 8 --cnf /tmp/cnf/soos/sort.sk_8_52.cnf.gz.no_w.cnf, done, 20393, 305.803,/d4/d4 -dDNNF /tmp/cnf/soos/sort.sk_8_52.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/sort.sk_8_52.cnf.gz.no_w.cnf.unnf, done, 1033940, 67.8613,,322636647947919577482144680672818361370630104386803426390382792336078888712049972725426270227061340432250997783529679400147661997192219001998908643756875851932291375941697868857417799871776359643515558098403509274646691222222969888727489423053658397266628738070146870760290423376945041160881016063501626555895387556028406527004816429466670529995235890688169551359757131299897108289752422340545218245372760742176487814256342101878454253291515444139093896670483997479677700518311329084286266618456313843442239601923182176193861636798349993310386299421286950826743262281748836909425261735133744131605655923721609842543761418981685505550662511787440338418120825620961725470725975074663410816840902295353249948024354968717450382155900580181537105077047254253753962349176197732670889229833780810955014797865044287173098928390183860108169214508695454806551718971645257022478210459431972253921728322060215432340708486418509313786613933817144988234269636753423143766964951797723182895898126138090059472519422942808555288268365322352676543802346952353612323150668798240046115989439165101687055554313845966530661907093215630448072533470978826636188824749839663411170523612324538153634263937148286423055356441905970041197577590680698665494719441842868420845801925087332898267093320873012094182909403581558802401684736373279365325717793280981858014740802051304530655791286177596537722493712719240228035325259259845043971347836555592162526789189998982377227531923823411662943151936939114222284100835815804146112345011025305925987657849518172212598710561502947258723785903900029551091049966621348994568016080906888580995178319197826395360139177158527646210361220736786151573564453568089938687429239249306747523630055643639507680244968564743744171677453560691145576151682837198930855801337292516166880377157672083334367059778510137974238190363195892893991831843874925113275914387104919784127770214058352121856478920610826197367593930208415164169856191568343641129852340181528818492937034051728683129849917666624005909524000710861076339091645540727674842319190431132168708300176344484619651231010483641191238186347096055573957251073031215193896689404906052245984565808743940183103036376539326865936415523282558325506635625923503525920984750168821134210675692090844025386091158217888606382612224236684804475164744085242216931204750713326487729959974443770346256528388520023656186464052776379439971502119274770385832947490413689863817582757056913095892795090231282602692531888840616214902276382476657452080003215625450661726932256762035419188005820591546875417100756149164673916923285106535660543392176107438024987355348503562872624300030757759861452216118089375447192192810532821482728011153230683030069980436337378625033649034846082885248726797353835881227477466755038193249544345371630540318257502270606380381537698559556439875277195016443801720086752812703810457613028529201945071569800120816747161366496681788779967722240851770503858845353117400899082566930536595456000000000000,/capkc/build/appmc --cnf /tmp/cnf/soos/sort.sk_8_52.cnf.gz.no_w.cnf --nb 10000 --alpha 0.01, err, 1577787, 21.5748,10000, 0, 0, 6.51389e+2886, 2.13924e+2960
